"date","file_tag","sample","nuc_id","nuc","transition_id","median_intensity","cv"
"20181217","sample1","sample01","nuc01","dCMP","t1",136,"47.3%"
"20181217","sample1","sample01","nuc01","dCMP","t2",10,"282.4%"
"20181217","sample1","sample01","nuc01","dCMP","t12",163,"43.7%"
"20181217","sample1","sample01","nuc02","dUMP","t1",192,"39.7%"
"20181217","sample1","sample01","nuc02","dUMP","t2",58,"91.6%"
"20181217","sample1","sample01","nuc02","dUMP","t12",267,"34%"
"20181217","sample1","sample01","nuc03","dTMP","t1",76,"59.7%"
"20181217","sample1","sample01","nuc03","dTMP","t2",884,"18.5%"
"20181217","sample1","sample01","nuc03","dTMP","t12",971,"16.3%"
"20181217","sample1","sample01","nuc04","CMP","t1",471,"23.5%"
"20181217","sample1","sample01","nuc04","CMP","t2",298,"31.4%"
"20181217","sample1","sample01","nuc04","CMP","t12",771,"17.5%"
"20181217","sample1","sample01","nuc05","UMP","t1",1048,"14.6%"
"20181217","sample1","sample01","nuc05","UMP","t2",1189,"17%"
"20181217","sample1","sample01","nuc05","UMP","t12",2253,"11.7%"
"20181217","sample1","sample01","nuc06","cAMP","t1",60,"78.6%"
"20181217","sample1","sample01","nuc06","cAMP","t2",623,"22.2%"
"20181217","sample1","sample01","nuc06","cAMP","t12",670,"22.3%"
"20181217","sample1","sample01","nuc07","dAMP","t1",214,"39.9%"
"20181217","sample1","sample01","nuc07","dAMP","t2",0,"1952536.7%"
"20181217","sample1","sample01","nuc07","dAMP","t12",234,"36.9%"
"20181217","sample1","sample01","nuc08","AMP","t1",392,"29%"
"20181217","sample1","sample01","nuc08","AMP","t2",1473,"16.9%"
"20181217","sample1","sample01","nuc08","AMP","t12",1926,"15.1%"
"20181217","sample1","sample01","nuc09","dGMP","t1",3465,"9%"
"20181217","sample1","sample01","nuc09","dGMP","t2",94,"60.8%"
"20181217","sample1","sample01","nuc09","dGMP","t12",3570,"9.2%"
"20181217","sample1","sample01","nuc10","IMP","t1",433,"26.2%"
"20181217","sample1","sample01","nuc10","IMP","t2",178,"38%"
"20181217","sample1","sample01","nuc10","IMP","t12",622,"22.3%"
"20181217","sample1","sample01","nuc11","GMP","t1",134,"51.9%"
"20181217","sample1","sample01","nuc11","GMP","t2",154,"54%"
"20181217","sample1","sample01","nuc11","GMP","t12",282,"37%"
"20181217","sample1","sample01","nuc12","dCDP","t1",116,"45.9%"
"20181217","sample1","sample01","nuc12","dCDP","t2",46,"88.9%"
"20181217","sample1","sample01","nuc12","dCDP","t12",164,"39.6%"
"20181217","sample1","sample01","nuc13","dUDP","t1",101,"52%"
"20181217","sample1","sample01","nuc13","dUDP","t2",124,"55.4%"
"20181217","sample1","sample01","nuc13","dUDP","t12",230,"33.3%"
"20181217","sample1","sample01","nuc14","dTDP","t1",711,"24.6%"
"20181217","sample1","sample01","nuc14","dTDP","t2",253,"26.3%"
"20181217","sample1","sample01","nuc14","dTDP","t12",975,"18.4%"
"20181217","sample1","sample01","nuc15","CDP","t1",1738,"12.2%"
"20181217","sample1","sample01","nuc15","CDP","t2",461,"25.4%"
"20181217","sample1","sample01","nuc15","CDP","t12",2163,"12.5%"
"20181217","sample1","sample01","nuc16","UDP","t1",5721,"6.8%"
"20181217","sample1","sample01","nuc16","UDP","t2",2091,"13.9%"
"20181217","sample1","sample01","nuc16","UDP","t12",7916,"6.2%"
"20181217","sample1","sample01","nuc17","dADP","t1",176,"43.7%"
"20181217","sample1","sample01","nuc17","dADP","t2",59,"79.8%"
"20181217","sample1","sample01","nuc17","dADP","t12",238,"36.6%"
"20181217","sample1","sample01","nuc18","ADP","t1",37764,"4.8%"
"20181217","sample1","sample01","nuc18","ADP","t2",29319,"5.5%"
"20181217","sample1","sample01","nuc18","ADP","t12",67777,"4.3%"
"20181217","sample1","sample01","nuc19","dGDP","t1",29584,"5.4%"
"20181217","sample1","sample01","nuc19","dGDP","t2",549,"24.8%"
"20181217","sample1","sample01","nuc19","dGDP","t12",30053,"5.4%"
"20181217","sample1","sample01","nuc20","GDP","t1",6115,"8.9%"
"20181217","sample1","sample01","nuc20","GDP","t2",8253,"7.7%"
"20181217","sample1","sample01","nuc20","GDP","t12",14223,"6.6%"
"20181217","sample1","sample01","nuc21","dCTP","t1",61,"68.7%"
"20181217","sample1","sample01","nuc21","dCTP","t2",66,"71.2%"
"20181217","sample1","sample01","nuc21","dCTP","t12",123,"53.3%"
"20181217","sample1","sample01","nuc22","dTTP","t1",275,"37.7%"
"20181217","sample1","sample01","nuc22","dTTP","t2",92,"71.8%"
"20181217","sample1","sample01","nuc22","dTTP","t12",398,"28.7%"
"20181217","sample1","sample01","nuc23","CTP","t1",3051,"12.8%"
"20181217","sample1","sample01","nuc23","CTP","t2",2716,"11.2%"
"20181217","sample1","sample01","nuc23","CTP","t12",5810,"9%"
"20181217","sample1","sample01","nuc24","UTP","t1",8865,"6.7%"
"20181217","sample1","sample01","nuc24","UTP","t2",2633,"13.4%"
"20181217","sample1","sample01","nuc24","UTP","t12",11512,"6.9%"
"20181217","sample1","sample01","nuc25","dATP","t1",202,"28.6%"
"20181217","sample1","sample01","nuc25","dATP","t2",81,"60%"
"20181217","sample1","sample01","nuc25","dATP","t12",289,"26.1%"
"20181217","sample1","sample01","nuc26","ATP","t1",61357,"4.2%"
"20181217","sample1","sample01","nuc26","ATP","t2",60612,"4.7%"
"20181217","sample1","sample01","nuc26","ATP","t12",121937,"4.1%"
"20181217","sample1","sample01","nuc27","dGTP","t1",52776,"4.3%"
"20181217","sample1","sample01","nuc27","dGTP","t2",3724,"10.6%"
"20181217","sample1","sample01","nuc27","dGTP","t12",56429,"4.3%"
"20181217","sample1","sample01","nuc28","GTP","t1",433,"30.8%"
"20181217","sample1","sample01","nuc28","GTP","t2",160,"44.4%"
"20181217","sample1","sample01","nuc28","GTP","t12",587,"26.6%"
"20181217","sample1","sample01","nuc29","UDP-Glc","t1",346,"27.2%"
"20181217","sample1","sample01","nuc29","UDP-Glc","t2",4605,"7.1%"
"20181217","sample1","sample01","nuc29","UDP-Glc","t12",4930,"7.3%"
"20181217","sample1","sample01","nuc30","GDP-Man","t1",294,"33.6%"
"20181217","sample1","sample01","nuc30","GDP-Man","t2",146,"47.1%"
"20181217","sample1","sample01","nuc30","GDP-Man","t12",444,"26.4%"
"20181217","sample1","sample01","nuc31","UDP-GNAc","t1",1317,"17.1%"
"20181217","sample1","sample01","nuc31","UDP-GNAc","t2",2285,"14%"
"20181217","sample1","sample01","nuc31","UDP-GNAc","t12",3639,"10.1%"
"20181217","sample1","sample01","nuc32","NAD+","t1",483,"24.5%"
"20181217","sample1","sample01","nuc32","NAD+","t2",4077,"11.1%"
"20181217","sample1","sample01","nuc32","NAD+","t12",4610,"10.8%"
"20181217","sample1","sample01","nuc33","NADH","t1",411,"27.8%"
"20181217","sample1","sample01","nuc33","NADH","t2",424,"32.7%"
"20181217","sample1","sample01","nuc33","NADH","t12",840,"23.1%"
"20181217","sample1","sample01","nuc34","NADP+","t1",606,"29.1%"
"20181217","sample1","sample01","nuc34","NADP+","t2",3077,"11.3%"
"20181217","sample1","sample01","nuc34","NADP+","t12",3672,"11.1%"
"20181217","sample1","sample01","nuc35","NADPH","t1",178,"40.8%"
"20181217","sample1","sample01","nuc35","NADPH","t2",167,"46.8%"
"20181217","sample1","sample01","nuc35","NADPH","t12",347,"35%"
"20181217","sample1","sample01","nuc36","AcCoA","t1",803,"24.3%"
"20181217","sample1","sample01","nuc36","AcCoA","t2",552,"29.4%"
"20181217","sample1","sample01","nuc36","AcCoA","t12",1301,"20.7%"
"20181217","sample1","sample01","nuc01","dCMP","t1",133,"49.9%"
"20181217","sample1","sample01","nuc01","dCMP","t2",10,"319.6%"
"20181217","sample1","sample01","nuc01","dCMP","t12",149,"50.3%"
"20181217","sample1","sample01","nuc02","dUMP","t1",196,"29.1%"
"20181217","sample1","sample01","nuc02","dUMP","t2",68,"61.1%"
"20181217","sample1","sample01","nuc02","dUMP","t12",267,"28.2%"
"20181217","sample1","sample01","nuc03","dTMP","t1",68,"58.7%"
"20181217","sample1","sample01","nuc03","dTMP","t2",870,"21.4%"
"20181217","sample1","sample01","nuc03","dTMP","t12",958,"18.4%"
"20181217","sample1","sample01","nuc04","CMP","t1",471,"25.5%"
"20181217","sample1","sample01","nuc04","CMP","t2",319,"34.4%"
"20181217","sample1","sample01","nuc04","CMP","t12",807,"22.8%"
"20181217","sample1","sample01","nuc05","UMP","t1",998,"22.9%"
"20181217","sample1","sample01","nuc05","UMP","t2",1134,"13.7%"
"20181217","sample1","sample01","nuc05","UMP","t12",2213,"13%"
"20181217","sample1","sample01","nuc06","cAMP","t1",74,"56.2%"
"20181217","sample1","sample01","nuc06","cAMP","t2",592,"24.2%"
"20181217","sample1","sample01","nuc06","cAMP","t12",662,"21.1%"
"20181217","sample1","sample01","nuc07","dAMP","t1",185,"43%"
"20181217","sample1","sample01","nuc07","dAMP","t2",0,"1433726.4%"
"20181217","sample1","sample01","nuc07","dAMP","t12",207,"40.6%"
"20181217","sample1","sample01","nuc08","AMP","t1",386,"26.5%"
"20181217","sample1","sample01","nuc08","AMP","t2",1506,"16.3%"
"20181217","sample1","sample01","nuc08","AMP","t12",1889,"14.5%"
"20181217","sample1","sample01","nuc09","dGMP","t1",3428,"14.2%"
"20181217","sample1","sample01","nuc09","dGMP","t2",82,"71.7%"
"20181217","sample1","sample01","nuc09","dGMP","t12",3514,"14.3%"
"20181217","sample1","sample01","nuc10","IMP","t1",451,"26.4%"
"20181217","sample1","sample01","nuc10","IMP","t2",175,"44.7%"
"20181217","sample1","sample01","nuc10","IMP","t12",649,"21.8%"
"20181217","sample1","sample01","nuc11","GMP","t1",117,"40.9%"
"20181217","sample1","sample01","nuc11","GMP","t2",153,"52.3%"
"20181217","sample1","sample01","nuc11","GMP","t12",262,"34.6%"
"20181217","sample1","sample01","nuc12","dCDP","t1",113,"61.2%"
"20181217","sample1","sample01","nuc12","dCDP","t2",43,"81.3%"
"20181217","sample1","sample01","nuc12","dCDP","t12",168,"48%"
"20181217","sample1","sample01","nuc13","dUDP","t1",90,"62.5%"
"20181217","sample1","sample01","nuc13","dUDP","t2",106,"68.9%"
"20181217","sample1","sample01","nuc13","dUDP","t12",215,"40.9%"
"20181217","sample1","sample01","nuc14","dTDP","t1",674,"18.9%"
"20181217","sample1","sample01","nuc14","dTDP","t2",260,"37.6%"
"20181217","sample1","sample01","nuc14","dTDP","t12",968,"15.7%"
"20181217","sample1","sample01","nuc15","CDP","t1",1645,"15.1%"
"20181217","sample1","sample01","nuc15","CDP","t2",348,"41.6%"
"20181217","sample1","sample01","nuc15","CDP","t12",2085,"13.7%"
"20181217","sample1","sample01","nuc16","UDP","t1",5600,"23.2%"
"20181217","sample1","sample01","nuc16","UDP","t2",2024,"12.5%"
"20181217","sample1","sample01","nuc16","UDP","t12",7681,"17.6%"
"20181217","sample1","sample01","nuc17","dADP","t1",159,"94.5%"
"20181217","sample1","sample01","nuc17","dADP","t2",57,"67%"
"20181217","sample1","sample01","nuc17","dADP","t12",223,"69.1%"
"20181217","sample1","sample01","nuc18","ADP","t1",36752,"6.9%"
"20181217","sample1","sample01","nuc18","ADP","t2",28971,"6.9%"
"20181217","sample1","sample01","nuc18","ADP","t12",65554,"6.5%"
"20181217","sample1","sample01","nuc19","dGDP","t1",28894,"7%"
"20181217","sample1","sample01","nuc19","dGDP","t2",547,"21.7%"
"20181217","sample1","sample01","nuc19","dGDP","t12",29429,"6.9%"
"20181217","sample1","sample01","nuc20","GDP","t1",5984,"8.4%"
"20181217","sample1","sample01","nuc20","GDP","t2",7768,"10.3%"
"20181217","sample1","sample01","nuc20","GDP","t12",13820,"8%"
"20181217","sample1","sample01","nuc21","dCTP","t1",63,"78.1%"
"20181217","sample1","sample01","nuc21","dCTP","t2",66,"71.9%"
"20181217","sample1","sample01","nuc21","dCTP","t12",133,"56.4%"
"20181217","sample1","sample01","nuc22","dTTP","t1",271,"31.7%"
"20181217","sample1","sample01","nuc22","dTTP","t2",120,"55.3%"
"20181217","sample1","sample01","nuc22","dTTP","t12",398,"24.5%"
"20181217","sample1","sample01","nuc23","CTP","t1",2961,"12.1%"
"20181217","sample1","sample01","nuc23","CTP","t2",2670,"14.8%"
"20181217","sample1","sample01","nuc23","CTP","t12",5669,"10.9%"
"20181217","sample1","sample01","nuc24","UTP","t1",9014,"6.7%"
"20181217","sample1","sample01","nuc24","UTP","t2",2729,"11.1%"
"20181217","sample1","sample01","nuc24","UTP","t12",11630,"5.7%"
"20181217","sample1","sample01","nuc25","dATP","t1",222,"31.5%"
"20181217","sample1","sample01","nuc25","dATP","t2",78,"81.7%"
"20181217","sample1","sample01","nuc25","dATP","t12",312,"31.5%"
"20181217","sample1","sample01","nuc26","ATP","t1",61327,"5.3%"
"20181217","sample1","sample01","nuc26","ATP","t2",60635,"5%"
"20181217","sample1","sample01","nuc26","ATP","t12",122318,"4.8%"
"20181217","sample1","sample01","nuc27","dGTP","t1",53164,"20%"
"20181217","sample1","sample01","nuc27","dGTP","t2",3783,"25.5%"
"20181217","sample1","sample01","nuc27","dGTP","t12",56921,"20.2%"
"20181217","sample1","sample01","nuc28","GTP","t1",370,"32.2%"
"20181217","sample1","sample01","nuc28","GTP","t2",158,"40.7%"
"20181217","sample1","sample01","nuc28","GTP","t12",547,"25.1%"
"20181217","sample1","sample01","nuc29","UDP-Glc","t1",328,"30.3%"
"20181217","sample1","sample01","nuc29","UDP-Glc","t2",4715,"8.3%"
"20181217","sample1","sample01","nuc29","UDP-Glc","t12",5073,"8.2%"
"20181217","sample1","sample01","nuc30","GDP-Man","t1",259,"33.5%"
"20181217","sample1","sample01","nuc30","GDP-Man","t2",159,"42.9%"
"20181217","sample1","sample01","nuc30","GDP-Man","t12",436,"23.1%"
"20181217","sample1","sample01","nuc31","UDP-GNAc","t1",1357,"17.4%"
"20181217","sample1","sample01","nuc31","UDP-GNAc","t2",2325,"13.8%"
"20181217","sample1","sample01","nuc31","UDP-GNAc","t12",3732,"11.1%"
"20181217","sample1","sample01","nuc32","NAD+","t1",458,"24.8%"
"20181217","sample1","sample01","nuc32","NAD+","t2",4007,"11.5%"
"20181217","sample1","sample01","nuc32","NAD+","t12",4456,"10.8%"
"20181217","sample1","sample01","nuc33","NADH","t1",378,"31.7%"
"20181217","sample1","sample01","nuc33","NADH","t2",381,"30.4%"
"20181217","sample1","sample01","nuc33","NADH","t12",761,"20.8%"
"20181217","sample1","sample01","nuc34","NADP+","t1",647,"21.7%"
"20181217","sample1","sample01","nuc34","NADP+","t2",2958,"11.8%"
"20181217","sample1","sample01","nuc34","NADP+","t12",3683,"10.2%"
"20181217","sample1","sample01","nuc35","NADPH","t1",179,"43.6%"
"20181217","sample1","sample01","nuc35","NADPH","t2",137,"45.2%"
"20181217","sample1","sample01","nuc35","NADPH","t12",336,"30.7%"
"20181217","sample1","sample01","nuc36","AcCoA","t1",724,"26.8%"
"20181217","sample1","sample01","nuc36","AcCoA","t2",534,"30.2%"
"20181217","sample1","sample01","nuc36","AcCoA","t12",1265,"20.2%"
"20181217","sample1","sample01","nuc01","dCMP","t1",110,"49.9%"
"20181217","sample1","sample01","nuc01","dCMP","t2",2,"864.6%"
"20181217","sample1","sample01","nuc01","dCMP","t12",111,"50.9%"
"20181217","sample1","sample01","nuc02","dUMP","t1",181,"38.9%"
"20181217","sample1","sample01","nuc02","dUMP","t2",73,"91.8%"
"20181217","sample1","sample01","nuc02","dUMP","t12",258,"36.4%"
"20181217","sample1","sample01","nuc03","dTMP","t1",55,"87.5%"
"20181217","sample1","sample01","nuc03","dTMP","t2",749,"40.3%"
"20181217","sample1","sample01","nuc03","dTMP","t12",816,"37.6%"
"20181217","sample1","sample01","nuc04","CMP","t1",362,"44.2%"
"20181217","sample1","sample01","nuc04","CMP","t2",224,"50.9%"
"20181217","sample1","sample01","nuc04","CMP","t12",617,"39.1%"
"20181217","sample1","sample01","nuc05","UMP","t1",874,"31.3%"
"20181217","sample1","sample01","nuc05","UMP","t2",1032,"30.3%"
"20181217","sample1","sample01","nuc05","UMP","t12",1830,"28.4%"
"20181217","sample1","sample01","nuc06","cAMP","t1",46,"114.2%"
"20181217","sample1","sample01","nuc06","cAMP","t2",473,"39.9%"
"20181217","sample1","sample01","nuc06","cAMP","t12",515,"42.1%"
"20181217","sample1","sample01","nuc07","dAMP","t1",160,"48.1%"
"20181217","sample1","sample01","nuc07","dAMP","t2",0,"26561.8%"
"20181217","sample1","sample01","nuc07","dAMP","t12",175,"52%"
"20181217","sample1","sample01","nuc08","AMP","t1",278,"47%"
"20181217","sample1","sample01","nuc08","AMP","t2",1257,"39.1%"
"20181217","sample1","sample01","nuc08","AMP","t12",1571,"37%"
"20181217","sample1","sample01","nuc09","dGMP","t1",2843,"38.8%"
"20181217","sample1","sample01","nuc09","dGMP","t2",66,"83.8%"
"20181217","sample1","sample01","nuc09","dGMP","t12",2952,"38.1%"
"20181217","sample1","sample01","nuc10","IMP","t1",377,"34.4%"
"20181217","sample1","sample01","nuc10","IMP","t2",127,"57.7%"
"20181217","sample1","sample01","nuc10","IMP","t12",556,"31%"
"20181217","sample1","sample01","nuc11","GMP","t1",91,"75.8%"
"20181217","sample1","sample01","nuc11","GMP","t2",143,"59.4%"
"20181217","sample1","sample01","nuc11","GMP","t12",236,"54.2%"
"20181217","sample1","sample01","nuc12","dCDP","t1",75,"64.7%"
"20181217","sample1","sample01","nuc12","dCDP","t2",39,"98.2%"
"20181217","sample1","sample01","nuc12","dCDP","t12",127,"51.2%"
"20181217","sample1","sample01","nuc13","dUDP","t1",70,"148.9%"
"20181217","sample1","sample01","nuc13","dUDP","t2",100,"69%"
"20181217","sample1","sample01","nuc13","dUDP","t12",175,"78.2%"
"20181217","sample1","sample01","nuc14","dTDP","t1",670,"34.9%"
"20181217","sample1","sample01","nuc14","dTDP","t2",279,"48.1%"
"20181217","sample1","sample01","nuc14","dTDP","t12",997,"33.5%"
"20181217","sample1","sample01","nuc15","CDP","t1",1426,"34.4%"
"20181217","sample1","sample01","nuc15","CDP","t2",350,"50.7%"
"20181217","sample1","sample01","nuc15","CDP","t12",1761,"34.8%"
"20181217","sample1","sample01","nuc16","UDP","t1",4733,"28.3%"
"20181217","sample1","sample01","nuc16","UDP","t2",1795,"26.8%"
"20181217","sample1","sample01","nuc16","UDP","t12",6699,"26.4%"
"20181217","sample1","sample01","nuc17","dADP","t1",148,"48%"
"20181217","sample1","sample01","nuc17","dADP","t2",53,"110.9%"
"20181217","sample1","sample01","nuc17","dADP","t12",197,"54.1%"
"20181217","sample1","sample01","nuc18","ADP","t1",30902,"31.1%"
"20181217","sample1","sample01","nuc18","ADP","t2",24842,"28.1%"
"20181217","sample1","sample01","nuc18","ADP","t12",56076,"29.4%"
"20181217","sample1","sample01","nuc19","dGDP","t1",25256,"25.4%"
"20181217","sample1","sample01","nuc19","dGDP","t2",400,"41.6%"
"20181217","sample1","sample01","nuc19","dGDP","t12",25750,"25.3%"
"20181217","sample1","sample01","nuc20","GDP","t1",5021,"24.5%"
"20181217","sample1","sample01","nuc20","GDP","t2",7195,"25.1%"
"20181217","sample1","sample01","nuc20","GDP","t12",12410,"23.4%"
"20181217","sample1","sample01","nuc21","dCTP","t1",66,"81.9%"
"20181217","sample1","sample01","nuc21","dCTP","t2",49,"91.4%"
"20181217","sample1","sample01","nuc21","dCTP","t12",119,"59.3%"
"20181217","sample1","sample01","nuc22","dTTP","t1",290,"55.7%"
"20181217","sample1","sample01","nuc22","dTTP","t2",117,"55.4%"
"20181217","sample1","sample01","nuc22","dTTP","t12",407,"42.6%"
"20181217","sample1","sample01","nuc23","CTP","t1",2918,"44.4%"
"20181217","sample1","sample01","nuc23","CTP","t2",2711,"41.7%"
"20181217","sample1","sample01","nuc23","CTP","t12",5566,"41.9%"
"20181217","sample1","sample01","nuc24","UTP","t1",8554,"53.5%"
"20181217","sample1","sample01","nuc24","UTP","t2",2734,"48.1%"
"20181217","sample1","sample01","nuc24","UTP","t12",11104,"52.7%"
"20181217","sample1","sample01","nuc25","dATP","t1",223,"52.2%"
"20181217","sample1","sample01","nuc25","dATP","t2",68,"72.4%"
"20181217","sample1","sample01","nuc25","dATP","t12",301,"40.6%"
"20181217","sample1","sample01","nuc26","ATP","t1",57422,"56%"
"20181217","sample1","sample01","nuc26","ATP","t2",57833,"53.2%"
"20181217","sample1","sample01","nuc26","ATP","t12",115703,"54.4%"
"20181217","sample1","sample01","nuc27","dGTP","t1",49982,"53.2%"
"20181217","sample1","sample01","nuc27","dGTP","t2",3730,"46.6%"
"20181217","sample1","sample01","nuc27","dGTP","t12",54006,"52.2%"
"20181217","sample1","sample01","nuc28","GTP","t1",322,"42.8%"
"20181217","sample1","sample01","nuc28","GTP","t2",95,"72.9%"
"20181217","sample1","sample01","nuc28","GTP","t12",432,"40.3%"
"20181217","sample1","sample01","nuc29","UDP-Glc","t1",307,"41.6%"
"20181217","sample1","sample01","nuc29","UDP-Glc","t2",4521,"16.9%"
"20181217","sample1","sample01","nuc29","UDP-Glc","t12",4793,"17.3%"
"20181217","sample1","sample01","nuc30","GDP-Man","t1",264,"41.7%"
"20181217","sample1","sample01","nuc30","GDP-Man","t2",125,"71.9%"
"20181217","sample1","sample01","nuc30","GDP-Man","t12",433,"33.3%"
"20181217","sample1","sample01","nuc31","UDP-GNAc","t1",1243,"31.3%"
"20181217","sample1","sample01","nuc31","UDP-GNAc","t2",2108,"30.7%"
"20181217","sample1","sample01","nuc31","UDP-GNAc","t12",3426,"28.4%"
"20181217","sample1","sample01","nuc32","NAD+","t1",383,"46%"
"20181217","sample1","sample01","nuc32","NAD+","t2",3454,"34.3%"
"20181217","sample1","sample01","nuc32","NAD+","t12",3892,"33.9%"
"20181217","sample1","sample01","nuc33","NADH","t1",294,"51.5%"
"20181217","sample1","sample01","nuc33","NADH","t2",312,"45.4%"
"20181217","sample1","sample01","nuc33","NADH","t12",620,"41.6%"
"20181217","sample1","sample01","nuc34","NADP+","t1",538,"38.8%"
"20181217","sample1","sample01","nuc34","NADP+","t2",2759,"25.1%"
"20181217","sample1","sample01","nuc34","NADP+","t12",3293,"25.3%"
"20181217","sample1","sample01","nuc35","NADPH","t1",168,"60.1%"
"20181217","sample1","sample01","nuc35","NADPH","t2",130,"62%"
"20181217","sample1","sample01","nuc35","NADPH","t12",334,"41.2%"
"20181217","sample1","sample01","nuc36","AcCoA","t1",760,"35%"
"20181217","sample1","sample01","nuc36","AcCoA","t2",520,"72.3%"
"20181217","sample1","sample01","nuc36","AcCoA","t12",1237,"47.5%"
"20181217","sample10","sample19","nuc01","dCMP","t1",186,"28.1%"
"20181217","sample10","sample19","nuc01","dCMP","t2",1,"3529.6%"
"20181217","sample10","sample19","nuc01","dCMP","t12",195,"33.9%"
"20181217","sample10","sample19","nuc02","dUMP","t1",188,"40.1%"
"20181217","sample10","sample19","nuc02","dUMP","t2",92,"56.1%"
"20181217","sample10","sample19","nuc02","dUMP","t12",306,"31.1%"
"20181217","sample10","sample19","nuc03","dTMP","t1",57,"73.2%"
"20181217","sample10","sample19","nuc03","dTMP","t2",1012,"18.3%"
"20181217","sample10","sample19","nuc03","dTMP","t12",1080,"17.4%"
"20181217","sample10","sample19","nuc04","CMP","t1",487,"27.1%"
"20181217","sample10","sample19","nuc04","CMP","t2",257,"37.7%"
"20181217","sample10","sample19","nuc04","CMP","t12",764,"22.8%"
"20181217","sample10","sample19","nuc05","UMP","t1",1050,"16.2%"
"20181217","sample10","sample19","nuc05","UMP","t2",1007,"16.1%"
"20181217","sample10","sample19","nuc05","UMP","t12",2038,"12.9%"
"20181217","sample10","sample19","nuc06","cAMP","t1",67,"71.8%"
"20181217","sample10","sample19","nuc06","cAMP","t2",596,"22.1%"
"20181217","sample10","sample19","nuc06","cAMP","t12",652,"21.2%"
"20181217","sample10","sample19","nuc07","dAMP","t1",186,"46.2%"
"20181217","sample10","sample19","nuc07","dAMP","t2",0,"6126081.7%"
"20181217","sample10","sample19","nuc07","dAMP","t12",201,"42.7%"
"20181217","sample10","sample19","nuc08","AMP","t1",376,"27.2%"
"20181217","sample10","sample19","nuc08","AMP","t2",1560,"14.1%"
"20181217","sample10","sample19","nuc08","AMP","t12",1904,"12.3%"
"20181217","sample10","sample19","nuc09","dGMP","t1",3543,"11.7%"
"20181217","sample10","sample19","nuc09","dGMP","t2",39,"117.5%"
"20181217","sample10","sample19","nuc09","dGMP","t12",3622,"11.6%"
"20181217","sample10","sample19","nuc10","IMP","t1",546,"25.9%"
"20181217","sample10","sample19","nuc10","IMP","t2",178,"41.2%"
"20181217","sample10","sample19","nuc10","IMP","t12",743,"21.9%"
"20181217","sample10","sample19","nuc11","GMP","t1",146,"44.1%"
"20181217","sample10","sample19","nuc11","GMP","t2",150,"52.1%"
"20181217","sample10","sample19","nuc11","GMP","t12",308,"32.6%"
"20181217","sample10","sample19","nuc12","dCDP","t1",97,"54.3%"
"20181217","sample10","sample19","nuc12","dCDP","t2",36,"102%"
"20181217","sample10","sample19","nuc12","dCDP","t12",139,"43%"
"20181217","sample10","sample19","nuc13","dUDP","t1",103,"48.1%"
"20181217","sample10","sample19","nuc13","dUDP","t2",49,"79.5%"
"20181217","sample10","sample19","nuc13","dUDP","t12",172,"35.7%"
"20181217","sample10","sample19","nuc14","dTDP","t1",182,"43.4%"
"20181217","sample10","sample19","nuc14","dTDP","t2",123,"52.9%"
"20181217","sample10","sample19","nuc14","dTDP","t12",329,"29.6%"
"20181217","sample10","sample19","nuc15","CDP","t1",2027,"12%"
"20181217","sample10","sample19","nuc15","CDP","t2",516,"25.1%"
"20181217","sample10","sample19","nuc15","CDP","t12",2565,"11.1%"
"20181217","sample10","sample19","nuc16","UDP","t1",7036,"7.6%"
"20181217","sample10","sample19","nuc16","UDP","t2",2586,"12.7%"
"20181217","sample10","sample19","nuc16","UDP","t12",9677,"7%"
"20181217","sample10","sample19","nuc17","dADP","t1",216,"28.7%"
"20181217","sample10","sample19","nuc17","dADP","t2",50,"94.5%"
"20181217","sample10","sample19","nuc17","dADP","t12",270,"29.6%"
"20181217","sample10","sample19","nuc18","ADP","t1",49770,"6.2%"
"20181217","sample10","sample19","nuc18","ADP","t2",38907,"5.8%"
"20181217","sample10","sample19","nuc18","ADP","t12",89014,"5.6%"
"20181217","sample10","sample19","nuc19","dGDP","t1",38980,"6%"
"20181217","sample10","sample19","nuc19","dGDP","t2",633,"25.1%"
"20181217","sample10","sample19","nuc19","dGDP","t12",39643,"6%"
"20181217","sample10","sample19","nuc20","GDP","t1",8292,"9.3%"
"20181217","sample10","sample19","nuc20","GDP","t2",11342,"7.2%"
"20181217","sample10","sample19","nuc20","GDP","t12",19737,"6.8%"
"20181217","sample10","sample19","nuc21","dCTP","t1",81,"60.4%"
"20181217","sample10","sample19","nuc21","dCTP","t2",39,"92%"
"20181217","sample10","sample19","nuc21","dCTP","t12",124,"48%"
"20181217","sample10","sample19","nuc22","dTTP","t1",434,"29.2%"
"20181217","sample10","sample19","nuc22","dTTP","t2",62,"83.8%"
"20181217","sample10","sample19","nuc22","dTTP","t12",497,"27%"
"20181217","sample10","sample19","nuc23","CTP","t1",4501,"12.8%"
"20181217","sample10","sample19","nuc23","CTP","t2",3877,"10.7%"
"20181217","sample10","sample19","nuc23","CTP","t12",8375,"10.2%"
"20181217","sample10","sample19","nuc24","UTP","t1",14078,"9.7%"
"20181217","sample10","sample19","nuc24","UTP","t2",3949,"11.4%"
"20181217","sample10","sample19","nuc24","UTP","t12",18205,"8.7%"
"20181217","sample10","sample19","nuc25","dATP","t1",374,"29.7%"
"20181217","sample10","sample19","nuc25","dATP","t2",71,"78.1%"
"20181217","sample10","sample19","nuc25","dATP","t12",446,"29.9%"
