"","nuc_id","nuc","nuc_group","transition_id","calcurve","level","repl_calcurve","date","median_intensity","cv","n_tb_val","mean_tb_val","sd_tb_val"
"238","nuc16","UDP","ng_02","t2","TrueBlank",NA,1,20181218,63,"160.1%",5,12.6,28.1744565164974
"239","nuc16","UDP","ng_02","t2","TrueBlank",NA,2,20181218,0,"5885717.6%",5,12.6,28.1744565164974
"240","nuc16","UDP","ng_02","t2","TrueBlank",NA,3,20181218,0,"3543761%",5,12.6,28.1744565164974
"241","nuc17","dADP","ng_04","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"242","nuc17","dADP","ng_04","t1","TrueBlank",NA,3,20181217,0,"NaN%",5,0,0
"243","nuc17","dADP","ng_04","t1","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"244","nuc17","dADP","ng_04","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"245","nuc17","dADP","ng_04","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"246","nuc17","dADP","ng_04","t12","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"247","nuc17","dADP","ng_04","t12","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"248","nuc17","dADP","ng_04","t12","TrueBlank",NA,1,20181218,0,"976338.6%",5,0,0
"249","nuc17","dADP","ng_04","t12","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"250","nuc17","dADP","ng_04","t12","TrueBlank",NA,3,20181218,0,"5120474.8%",5,0,0
"251","nuc17","dADP","ng_04","t2","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"252","nuc17","dADP","ng_04","t2","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"253","nuc17","dADP","ng_04","t2","TrueBlank",NA,1,20181218,0,"1184972.5%",5,0,0
"254","nuc17","dADP","ng_04","t2","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"255","nuc17","dADP","ng_04","t2","TrueBlank",NA,3,20181218,0,"5121921.3%",5,0,0
"256","nuc18","ADP","ng_04","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,49.4,108.239549149098
"257","nuc18","ADP","ng_04","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,49.4,108.239549149098
"258","nuc18","ADP","ng_04","t1","TrueBlank",NA,1,20181218,243,"39.8%",5,49.4,108.239549149098
"259","nuc18","ADP","ng_04","t1","TrueBlank",NA,2,20181218,4,"619.6%",5,49.4,108.239549149098
"260","nuc18","ADP","ng_04","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,49.4,108.239549149098
"261","nuc18","ADP","ng_04","t12","TrueBlank",NA,1,20181217,0,"Inf%",5,90.8,191.924985345838
"262","nuc18","ADP","ng_04","t12","TrueBlank",NA,3,20181217,0,"Inf%",5,90.8,191.924985345838
"263","nuc18","ADP","ng_04","t12","TrueBlank",NA,1,20181218,434,"29.6%",5,90.8,191.924985345838
"264","nuc18","ADP","ng_04","t12","TrueBlank",NA,2,20181218,12,"383.5%",5,90.8,191.924985345838
"265","nuc18","ADP","ng_04","t12","TrueBlank",NA,3,20181218,8,"327.7%",5,90.8,191.924985345838
"266","nuc18","ADP","ng_04","t2","TrueBlank",NA,1,20181217,0,"Inf%",5,39.8,88.9955055044916
"267","nuc18","ADP","ng_04","t2","TrueBlank",NA,3,20181217,0,"Inf%",5,39.8,88.9955055044916
"268","nuc18","ADP","ng_04","t2","TrueBlank",NA,1,20181218,199,"39.1%",5,39.8,88.9955055044916
"269","nuc18","ADP","ng_04","t2","TrueBlank",NA,2,20181218,0,"Inf%",5,39.8,88.9955055044916
"270","nuc18","ADP","ng_04","t2","TrueBlank",NA,3,20181218,0,"Inf%",5,39.8,88.9955055044916
"271","nuc19","dGDP","ng_05","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,35.8,80.0512335944925
"272","nuc19","dGDP","ng_05","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,35.8,80.0512335944925
"273","nuc19","dGDP","ng_05","t1","TrueBlank",NA,1,20181218,179,"45.5%",5,35.8,80.0512335944925
"274","nuc19","dGDP","ng_05","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,35.8,80.0512335944925
"275","nuc19","dGDP","ng_05","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,35.8,80.0512335944925
"276","nuc19","dGDP","ng_05","t12","TrueBlank",NA,1,20181217,0,"Inf%",5,37.2,83.1817287629922
"277","nuc19","dGDP","ng_05","t12","TrueBlank",NA,3,20181217,0,"Inf%",5,37.2,83.1817287629922
"278","nuc19","dGDP","ng_05","t12","TrueBlank",NA,1,20181218,186,"44.6%",5,37.2,83.1817287629922
"279","nuc19","dGDP","ng_05","t12","TrueBlank",NA,2,20181218,0,"Inf%",5,37.2,83.1817287629922
"280","nuc19","dGDP","ng_05","t12","TrueBlank",NA,3,20181218,0,"Inf%",5,37.2,83.1817287629922
"281","nuc19","dGDP","ng_05","t2","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"282","nuc19","dGDP","ng_05","t2","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"283","nuc19","dGDP","ng_05","t2","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"284","nuc19","dGDP","ng_05","t2","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"285","nuc19","dGDP","ng_05","t2","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"286","nuc20","GDP","ng_05","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,8.8,19.6773982019981
"287","nuc20","GDP","ng_05","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,8.8,19.6773982019981
"288","nuc20","GDP","ng_05","t1","TrueBlank",NA,1,20181218,44,"101.1%",5,8.8,19.6773982019981
"289","nuc20","GDP","ng_05","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,8.8,19.6773982019981
"290","nuc20","GDP","ng_05","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,8.8,19.6773982019981
"291","nuc20","GDP","ng_05","t12","TrueBlank",NA,1,20181217,1,"1953.7%",5,61,108.542618357952
"292","nuc20","GDP","ng_05","t12","TrueBlank",NA,3,20181217,0,"8289154.2%",5,61,108.542618357952
"293","nuc20","GDP","ng_05","t12","TrueBlank",NA,1,20181218,253,"40.1%",5,61,108.542618357952
"294","nuc20","GDP","ng_05","t12","TrueBlank",NA,2,20181218,11,"435.9%",5,61,108.542618357952
"295","nuc20","GDP","ng_05","t12","TrueBlank",NA,3,20181218,40,"108.5%",5,61,108.542618357952
"296","nuc20","GDP","ng_05","t2","TrueBlank",NA,1,20181217,1,"2727.6%",5,47.2,80.9611017711592
"297","nuc20","GDP","ng_05","t2","TrueBlank",NA,3,20181217,0,"11919981.5%",5,47.2,80.9611017711592
"298","nuc20","GDP","ng_05","t2","TrueBlank",NA,1,20181218,189,"47.6%",5,47.2,80.9611017711592
"299","nuc20","GDP","ng_05","t2","TrueBlank",NA,2,20181218,6,"773.6%",5,47.2,80.9611017711592
"300","nuc20","GDP","ng_05","t2","TrueBlank",NA,3,20181218,40,"103.6%",5,47.2,80.9611017711592
"301","nuc21","dCTP","ng_01","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"302","nuc21","dCTP","ng_01","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"303","nuc21","dCTP","ng_01","t1","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"304","nuc21","dCTP","ng_01","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"305","nuc21","dCTP","ng_01","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"306","nuc21","dCTP","ng_01","t12","TrueBlank",NA,1,20181217,0,"Inf%",5,4.8,10.733126291999
"307","nuc21","dCTP","ng_01","t12","TrueBlank",NA,3,20181217,0,"Inf%",5,4.8,10.733126291999
"308","nuc21","dCTP","ng_01","t12","TrueBlank",NA,1,20181218,24,"108.1%",5,4.8,10.733126291999
"309","nuc21","dCTP","ng_01","t12","TrueBlank",NA,2,20181218,0,"Inf%",5,4.8,10.733126291999
"310","nuc21","dCTP","ng_01","t12","TrueBlank",NA,3,20181218,0,"5549897.6%",5,4.8,10.733126291999
"311","nuc21","dCTP","ng_01","t2","TrueBlank",NA,1,20181217,0,"Inf%",5,4.6,10.285912696499
"312","nuc21","dCTP","ng_01","t2","TrueBlank",NA,3,20181217,0,"Inf%",5,4.6,10.285912696499
"313","nuc21","dCTP","ng_01","t2","TrueBlank",NA,1,20181218,23,"109.2%",5,4.6,10.285912696499
"314","nuc21","dCTP","ng_01","t2","TrueBlank",NA,2,20181218,0,"Inf%",5,4.6,10.285912696499
"315","nuc21","dCTP","ng_01","t2","TrueBlank",NA,3,20181218,0,"5539946%",5,4.6,10.285912696499
"316","nuc22","dTTP","ng_03","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,8.8,19.6773982019981
"317","nuc22","dTTP","ng_03","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,8.8,19.6773982019981
"318","nuc22","dTTP","ng_03","t1","TrueBlank",NA,1,20181218,44,"89.9%",5,8.8,19.6773982019981
"319","nuc22","dTTP","ng_03","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,8.8,19.6773982019981
"320","nuc22","dTTP","ng_03","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,8.8,19.6773982019981
"321","nuc22","dTTP","ng_03","t12","TrueBlank",NA,1,20181217,0,"1246991.4%",5,46,73.4880942738346
"322","nuc22","dTTP","ng_03","t12","TrueBlank",NA,3,20181217,1,"2074%",5,46,73.4880942738346
"323","nuc22","dTTP","ng_03","t12","TrueBlank",NA,1,20181218,175,"42.5%",5,46,73.4880942738346
"324","nuc22","dTTP","ng_03","t12","TrueBlank",NA,2,20181218,20,"253.3%",5,46,73.4880942738346
"325","nuc22","dTTP","ng_03","t12","TrueBlank",NA,3,20181218,34,"124.8%",5,46,73.4880942738346
"326","nuc22","dTTP","ng_03","t2","TrueBlank",NA,1,20181217,0,"3694224.5%",5,34.6,52.9084114295638
"327","nuc22","dTTP","ng_03","t2","TrueBlank",NA,3,20181217,1,"2077.1%",5,34.6,52.9084114295638
"328","nuc22","dTTP","ng_03","t2","TrueBlank",NA,1,20181218,127,"42.9%",5,34.6,52.9084114295638
"329","nuc22","dTTP","ng_03","t2","TrueBlank",NA,2,20181218,18,"260%",5,34.6,52.9084114295638
"330","nuc22","dTTP","ng_03","t2","TrueBlank",NA,3,20181218,27,"151.9%",5,34.6,52.9084114295638
"331","nuc23","CTP","ng_01","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"332","nuc23","CTP","ng_01","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"333","nuc23","CTP","ng_01","t1","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"334","nuc23","CTP","ng_01","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"335","nuc23","CTP","ng_01","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"336","nuc23","CTP","ng_01","t12","TrueBlank",NA,1,20181217,0,"20076757.6%",5,58,105.168911756279
"337","nuc23","CTP","ng_01","t12","TrueBlank",NA,3,20181217,0,"7906103%",5,58,105.168911756279
"338","nuc23","CTP","ng_01","t12","TrueBlank",NA,1,20181218,245,"37.7%",5,58,105.168911756279
"339","nuc23","CTP","ng_01","t12","TrueBlank",NA,2,20181218,19,"269%",5,58,105.168911756279
"340","nuc23","CTP","ng_01","t12","TrueBlank",NA,3,20181218,26,"194.3%",5,58,105.168911756279
"341","nuc23","CTP","ng_01","t2","TrueBlank",NA,1,20181217,0,"28263677.1%",5,58,105.168911756279
"342","nuc23","CTP","ng_01","t2","TrueBlank",NA,3,20181217,0,"8795083.8%",5,58,105.168911756279
"343","nuc23","CTP","ng_01","t2","TrueBlank",NA,1,20181218,245,"36.7%",5,58,105.168911756279
"344","nuc23","CTP","ng_01","t2","TrueBlank",NA,2,20181218,19,"265.2%",5,58,105.168911756279
"345","nuc23","CTP","ng_01","t2","TrueBlank",NA,3,20181218,26,"193.4%",5,58,105.168911756279
"346","nuc24","UTP","ng_02","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,1.8,4.02492235949962
"347","nuc24","UTP","ng_02","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,1.8,4.02492235949962
"348","nuc24","UTP","ng_02","t1","TrueBlank",NA,1,20181218,9,"257.6%",5,1.8,4.02492235949962
"349","nuc24","UTP","ng_02","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,1.8,4.02492235949962
"350","nuc24","UTP","ng_02","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,1.8,4.02492235949962
"351","nuc24","UTP","ng_02","t12","TrueBlank",NA,1,20181217,131,"62.8%",5,284.8,150.992383913892
"352","nuc24","UTP","ng_02","t12","TrueBlank",NA,3,20181217,114,"58.3%",5,284.8,150.992383913892
"353","nuc24","UTP","ng_02","t12","TrueBlank",NA,1,20181218,439,"28.5%",5,284.8,150.992383913892
"354","nuc24","UTP","ng_02","t12","TrueBlank",NA,2,20181218,364,"34.2%",5,284.8,150.992383913892
"355","nuc24","UTP","ng_02","t12","TrueBlank",NA,3,20181218,376,"35.3%",5,284.8,150.992383913892
"356","nuc24","UTP","ng_02","t2","TrueBlank",NA,1,20181217,131,"62.7%",5,277.6,143.378171281405
"357","nuc24","UTP","ng_02","t2","TrueBlank",NA,3,20181217,114,"59.5%",5,277.6,143.378171281405
"358","nuc24","UTP","ng_02","t2","TrueBlank",NA,1,20181218,416,"30.9%",5,277.6,143.378171281405
"359","nuc24","UTP","ng_02","t2","TrueBlank",NA,2,20181218,358,"35%",5,277.6,143.378171281405
"360","nuc24","UTP","ng_02","t2","TrueBlank",NA,3,20181218,369,"35.8%",5,277.6,143.378171281405
"361","nuc25","dATP","ng_04","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"362","nuc25","dATP","ng_04","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"363","nuc25","dATP","ng_04","t1","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"364","nuc25","dATP","ng_04","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"365","nuc25","dATP","ng_04","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"366","nuc25","dATP","ng_04","t12","TrueBlank",NA,1,20181217,0,"275565.2%",5,0,0
"367","nuc25","dATP","ng_04","t12","TrueBlank",NA,3,20181217,0,"783664.4%",5,0,0
"368","nuc25","dATP","ng_04","t12","TrueBlank",NA,1,20181218,0,"343752%",5,0,0
"369","nuc25","dATP","ng_04","t12","TrueBlank",NA,2,20181218,0,"221402%",5,0,0
"370","nuc25","dATP","ng_04","t12","TrueBlank",NA,3,20181218,0,"411195%",5,0,0
"371","nuc25","dATP","ng_04","t2","TrueBlank",NA,1,20181217,0,"236263%",5,0,0
"372","nuc25","dATP","ng_04","t2","TrueBlank",NA,3,20181217,0,"783664.5%",5,0,0
"373","nuc25","dATP","ng_04","t2","TrueBlank",NA,1,20181218,0,"289458.6%",5,0,0
"374","nuc25","dATP","ng_04","t2","TrueBlank",NA,2,20181218,0,"219861.3%",5,0,0
"375","nuc25","dATP","ng_04","t2","TrueBlank",NA,3,20181218,0,"410013.9%",5,0,0
"376","nuc26","ATP","ng_04","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"377","nuc26","ATP","ng_04","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"378","nuc26","ATP","ng_04","t1","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"379","nuc26","ATP","ng_04","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"380","nuc26","ATP","ng_04","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"381","nuc26","ATP","ng_04","t12","TrueBlank",NA,1,20181217,0,"4045662.5%",5,26.4,46.5488990202776
"382","nuc26","ATP","ng_04","t12","TrueBlank",NA,3,20181217,0,"17686064%",5,26.4,46.5488990202776
"383","nuc26","ATP","ng_04","t12","TrueBlank",NA,1,20181218,108,"76.1%",5,26.4,46.5488990202776
"384","nuc26","ATP","ng_04","t12","TrueBlank",NA,2,20181218,2,"1913%",5,26.4,46.5488990202776
"385","nuc26","ATP","ng_04","t12","TrueBlank",NA,3,20181218,22,"174.9%",5,26.4,46.5488990202776
"386","nuc26","ATP","ng_04","t2","TrueBlank",NA,1,20181217,0,"8153365.2%",5,25.6,44.7973213484914
"387","nuc26","ATP","ng_04","t2","TrueBlank",NA,3,20181217,0,"26777594.7%",5,25.6,44.7973213484914
"388","nuc26","ATP","ng_04","t2","TrueBlank",NA,1,20181218,104,"77.3%",5,25.6,44.7973213484914
"389","nuc26","ATP","ng_04","t2","TrueBlank",NA,2,20181218,2,"2051.1%",5,25.6,44.7973213484914
"390","nuc26","ATP","ng_04","t2","TrueBlank",NA,3,20181218,22,"162.3%",5,25.6,44.7973213484914
"391","nuc27","dGTP","ng_05","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,0.2,0.447213595499958
"392","nuc27","dGTP","ng_05","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,0.2,0.447213595499958
"393","nuc27","dGTP","ng_05","t1","TrueBlank",NA,1,20181218,1,"2204.1%",5,0.2,0.447213595499958
"394","nuc27","dGTP","ng_05","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,0.2,0.447213595499958
"395","nuc27","dGTP","ng_05","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0.2,0.447213595499958
"396","nuc27","dGTP","ng_05","t12","TrueBlank",NA,1,20181217,0,"368943.5%",5,5,11.1803398874989
"397","nuc27","dGTP","ng_05","t12","TrueBlank",NA,3,20181217,0,"1676673.7%",5,5,11.1803398874989
"398","nuc27","dGTP","ng_05","t12","TrueBlank",NA,1,20181218,25,"186.4%",5,5,11.1803398874989
"399","nuc27","dGTP","ng_05","t12","TrueBlank",NA,2,20181218,0,"1501183.8%",5,5,11.1803398874989
"400","nuc27","dGTP","ng_05","t12","TrueBlank",NA,3,20181218,0,"3516073.9%",5,5,11.1803398874989
"401","nuc27","dGTP","ng_05","t2","TrueBlank",NA,1,20181217,0,"310637%",5,2.8,6.26099033699941
"402","nuc27","dGTP","ng_05","t2","TrueBlank",NA,3,20181217,0,"481570.8%",5,2.8,6.26099033699941
"403","nuc27","dGTP","ng_05","t2","TrueBlank",NA,1,20181218,14,"233.5%",5,2.8,6.26099033699941
"404","nuc27","dGTP","ng_05","t2","TrueBlank",NA,2,20181218,0,"2067725.8%",5,2.8,6.26099033699941
"405","nuc27","dGTP","ng_05","t2","TrueBlank",NA,3,20181218,0,"3047399.5%",5,2.8,6.26099033699941
"406","nuc28","GTP","ng_05","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,22.6,50.5351362914952
"407","nuc28","GTP","ng_05","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,22.6,50.5351362914952
"408","nuc28","GTP","ng_05","t1","TrueBlank",NA,1,20181218,113,"42.4%",5,22.6,50.5351362914952
"409","nuc28","GTP","ng_05","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,22.6,50.5351362914952
"410","nuc28","GTP","ng_05","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,22.6,50.5351362914952
"411","nuc28","GTP","ng_05","t12","TrueBlank",NA,1,20181217,0,"Inf%",5,25,55.9016994374947
"412","nuc28","GTP","ng_05","t12","TrueBlank",NA,3,20181217,0,"Inf%",5,25,55.9016994374947
"413","nuc28","GTP","ng_05","t12","TrueBlank",NA,1,20181218,125,"40.2%",5,25,55.9016994374947
"414","nuc28","GTP","ng_05","t12","TrueBlank",NA,2,20181218,0,"Inf%",5,25,55.9016994374947
"415","nuc28","GTP","ng_05","t12","TrueBlank",NA,3,20181218,0,"Inf%",5,25,55.9016994374947
"416","nuc28","GTP","ng_05","t2","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"417","nuc28","GTP","ng_05","t2","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"418","nuc28","GTP","ng_05","t2","TrueBlank",NA,1,20181218,0,"32163909.1%",5,0,0
"419","nuc28","GTP","ng_05","t2","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"420","nuc28","GTP","ng_05","t2","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"421","nuc29","UDP-Glc","ng_06","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"422","nuc29","UDP-Glc","ng_06","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"423","nuc29","UDP-Glc","ng_06","t1","TrueBlank",NA,1,20181218,0,"13232.8%",5,0,0
"424","nuc29","UDP-Glc","ng_06","t1","TrueBlank",NA,2,20181218,0,"NaN%",5,0,0
"425","nuc29","UDP-Glc","ng_06","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"426","nuc29","UDP-Glc","ng_06","t12","TrueBlank",NA,1,20181217,0,"Inf%",5,16.6,37.1187284264965
"427","nuc29","UDP-Glc","ng_06","t12","TrueBlank",NA,3,20181217,0,"Inf%",5,16.6,37.1187284264965
"428","nuc29","UDP-Glc","ng_06","t12","TrueBlank",NA,1,20181218,83,"73.2%",5,16.6,37.1187284264965
"429","nuc29","UDP-Glc","ng_06","t12","TrueBlank",NA,2,20181218,0,"Inf%",5,16.6,37.1187284264965
"430","nuc29","UDP-Glc","ng_06","t12","TrueBlank",NA,3,20181218,0,"12687558.4%",5,16.6,37.1187284264965
"431","nuc29","UDP-Glc","ng_06","t2","TrueBlank",NA,1,20181217,0,"Inf%",5,14.6,32.6465924714969
"432","nuc29","UDP-Glc","ng_06","t2","TrueBlank",NA,3,20181217,0,"Inf%",5,14.6,32.6465924714969
"433","nuc29","UDP-Glc","ng_06","t2","TrueBlank",NA,1,20181218,73,"73.9%",5,14.6,32.6465924714969
"434","nuc29","UDP-Glc","ng_06","t2","TrueBlank",NA,2,20181218,0,"Inf%",5,14.6,32.6465924714969
"435","nuc29","UDP-Glc","ng_06","t2","TrueBlank",NA,3,20181218,0,"Inf%",5,14.6,32.6465924714969
"436","nuc30","GDP-Man","ng_06","t1","TrueBlank",NA,1,20181217,0,"NaN%",5,0,0
"437","nuc30","GDP-Man","ng_06","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"438","nuc30","GDP-Man","ng_06","t1","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"439","nuc30","GDP-Man","ng_06","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"440","nuc30","GDP-Man","ng_06","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"441","nuc30","GDP-Man","ng_06","t12","TrueBlank",NA,1,20181217,0,"Inf%",5,0.2,0.447213595499958
"442","nuc30","GDP-Man","ng_06","t12","TrueBlank",NA,3,20181217,0,"Inf%",5,0.2,0.447213595499958
"443","nuc30","GDP-Man","ng_06","t12","TrueBlank",NA,1,20181218,1,"3072.6%",5,0.2,0.447213595499958
"444","nuc30","GDP-Man","ng_06","t12","TrueBlank",NA,2,20181218,0,"Inf%",5,0.2,0.447213595499958
"445","nuc30","GDP-Man","ng_06","t12","TrueBlank",NA,3,20181218,0,"Inf%",5,0.2,0.447213595499958
"446","nuc30","GDP-Man","ng_06","t2","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"447","nuc30","GDP-Man","ng_06","t2","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"448","nuc30","GDP-Man","ng_06","t2","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"449","nuc30","GDP-Man","ng_06","t2","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"450","nuc30","GDP-Man","ng_06","t2","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"451","nuc31","UDP-GNAc","ng_06","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,9.6,21.466252583998
"452","nuc31","UDP-GNAc","ng_06","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,9.6,21.466252583998
"453","nuc31","UDP-GNAc","ng_06","t1","TrueBlank",NA,1,20181218,48,"84%",5,9.6,21.466252583998
"454","nuc31","UDP-GNAc","ng_06","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,9.6,21.466252583998
"455","nuc31","UDP-GNAc","ng_06","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,9.6,21.466252583998
"456","nuc31","UDP-GNAc","ng_06","t12","TrueBlank",NA,1,20181217,97,"59.7%",5,154.4,76.7091911051081
"457","nuc31","UDP-GNAc","ng_06","t12","TrueBlank",NA,3,20181217,101,"43.7%",5,154.4,76.7091911051081
"458","nuc31","UDP-GNAc","ng_06","t12","TrueBlank",NA,1,20181218,282,"33.4%",5,154.4,76.7091911051081
"459","nuc31","UDP-GNAc","ng_06","t12","TrueBlank",NA,2,20181218,124,"60.3%",5,154.4,76.7091911051081
"460","nuc31","UDP-GNAc","ng_06","t12","TrueBlank",NA,3,20181218,168,"57%",5,154.4,76.7091911051081
"461","nuc31","UDP-GNAc","ng_06","t2","TrueBlank",NA,1,20181217,97,"58.9%",5,143.4,60.8136497835807
"462","nuc31","UDP-GNAc","ng_06","t2","TrueBlank",NA,3,20181217,100,"45%",5,143.4,60.8136497835807
"463","nuc31","UDP-GNAc","ng_06","t2","TrueBlank",NA,1,20181218,245,"37.9%",5,143.4,60.8136497835807
"464","nuc31","UDP-GNAc","ng_06","t2","TrueBlank",NA,2,20181218,124,"60.3%",5,143.4,60.8136497835807
"465","nuc31","UDP-GNAc","ng_06","t2","TrueBlank",NA,3,20181218,151,"61.5%",5,143.4,60.8136497835807
"466","nuc32","NAD+","ng_07","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,10.2,22.8078933704979
"467","nuc32","NAD+","ng_07","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,10.2,22.8078933704979
"468","nuc32","NAD+","ng_07","t1","TrueBlank",NA,1,20181218,51,"81.7%",5,10.2,22.8078933704979
"469","nuc32","NAD+","ng_07","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,10.2,22.8078933704979
"470","nuc32","NAD+","ng_07","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,10.2,22.8078933704979
"471","nuc32","NAD+","ng_07","t12","TrueBlank",NA,1,20181217,0,"2370520.6%",5,135,301.869176962472
"472","nuc32","NAD+","ng_07","t12","TrueBlank",NA,3,20181217,0,"3485826%",5,135,301.869176962472
"473","nuc32","NAD+","ng_07","t12","TrueBlank",NA,1,20181218,675,"24.6%",5,135,301.869176962472
"474","nuc32","NAD+","ng_07","t12","TrueBlank",NA,2,20181218,0,"2619255.6%",5,135,301.869176962472
"475","nuc32","NAD+","ng_07","t12","TrueBlank",NA,3,20181218,0,"1714727.6%",5,135,301.869176962472
"476","nuc32","NAD+","ng_07","t2","TrueBlank",NA,1,20181217,0,"2504002.9%",5,125.6,280.850137973974
"477","nuc32","NAD+","ng_07","t2","TrueBlank",NA,3,20181217,0,"2781781.9%",5,125.6,280.850137973974
"478","nuc32","NAD+","ng_07","t2","TrueBlank",NA,1,20181218,628,"23.8%",5,125.6,280.850137973974
"479","nuc32","NAD+","ng_07","t2","TrueBlank",NA,2,20181218,0,"6710007.8%",5,125.6,280.850137973974
"480","nuc32","NAD+","ng_07","t2","TrueBlank",NA,3,20181218,0,"3240127.3%",5,125.6,280.850137973974
"481","nuc33","NADH","ng_07","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,24.6,55.0072722464948
"482","nuc33","NADH","ng_07","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,24.6,55.0072722464948
"483","nuc33","NADH","ng_07","t1","TrueBlank",NA,1,20181218,123,"59.6%",5,24.6,55.0072722464948
