"nuc_id","nuc","nuc_group","transition_id","calcurve","level","repl_calcurve","date","median_intensity","cv"
"nuc27","dGTP","ng_05","t12","E",0.5,1,"20181217",64403,"3.9%"
"nuc28","GTP","ng_05","t1","E",0.5,1,"20181217",519,"30.3%"
"nuc28","GTP","ng_05","t2","E",0.5,1,"20181217",209,"47.5%"
"nuc28","GTP","ng_05","t12","E",0.5,1,"20181217",714,"26.3%"
"nuc29","UDP-Glc","ng_06","t1","E",0.5,1,"20181217",518,"30.2%"
"nuc29","UDP-Glc","ng_06","t2","E",0.5,1,"20181217",10078,"6%"
"nuc29","UDP-Glc","ng_06","t12","E",0.5,1,"20181217",10525,"6%"
"nuc30","GDP-Man","ng_06","t1","E",0.5,1,"20181217",2462,"14.2%"
"nuc30","GDP-Man","ng_06","t2","E",0.5,1,"20181217",4521,"8.3%"
"nuc30","GDP-Man","ng_06","t12","E",0.5,1,"20181217",6960,"8.4%"
"nuc31","UDP-GNAc","ng_06","t1","E",0.5,1,"20181217",2166,"10.2%"
"nuc31","UDP-GNAc","ng_06","t2","E",0.5,1,"20181217",4078,"9.3%"
"nuc31","UDP-GNAc","ng_06","t12","E",0.5,1,"20181217",6178,"7.1%"
"nuc32","NAD+","ng_07","t1","E",0.5,1,"20181217",325,"37%"
"nuc32","NAD+","ng_07","t2","E",0.5,1,"20181217",3606,"10%"
"nuc32","NAD+","ng_07","t12","E",0.5,1,"20181217",3956,"9.4%"
"nuc33","NADH","ng_07","t1","E",0.5,1,"20181217",2113,"12.7%"
"nuc33","NADH","ng_07","t2","E",0.5,1,"20181217",1999,"11%"
"nuc33","NADH","ng_07","t12","E",0.5,1,"20181217",4084,"7.5%"
"nuc34","NADP+","ng_07","t1","E",0.5,1,"20181217",8325,"5.7%"
"nuc34","NADP+","ng_07","t2","E",0.5,1,"20181217",87884,"3%"
"nuc34","NADP+","ng_07","t12","E",0.5,1,"20181217",96047,"2.8%"
"nuc35","NADPH","ng_07","t1","E",0.5,1,"20181217",3396,"10.7%"
"nuc35","NADPH","ng_07","t2","E",0.5,1,"20181217",4115,"9.5%"
"nuc35","NADPH","ng_07","t12","E",0.5,1,"20181217",7511,"7.3%"
"nuc36","AcCoA","ng_06","t1","E",0.5,1,"20181217",8532,"5.9%"
"nuc36","AcCoA","ng_06","t2","E",0.5,1,"20181217",5927,"8.5%"
"nuc36","AcCoA","ng_06","t12","E",0.5,1,"20181217",14432,"4.7%"
"nuc01","dCMP","ng_01","t1","E",0.5,2,"20181217",4,"9594%"
"nuc01","dCMP","ng_01","t2","E",0.5,2,"20181217",6,"3124.4%"
"nuc01","dCMP","ng_01","t12","E",0.5,2,"20181217",18,"2975.7%"
"nuc02","dUMP","ng_02","t1","E",0.5,2,"20181217",168,"471.5%"
"nuc02","dUMP","ng_02","t2","E",0.5,2,"20181217",412,"302.5%"
"nuc02","dUMP","ng_02","t12","E",0.5,2,"20181217",578,"351.1%"
"nuc03","dTMP","ng_03","t1","E",0.5,2,"20181217",3391,"499.4%"
"nuc03","dTMP","ng_03","t2","E",0.5,2,"20181217",13328,"329.2%"
"nuc03","dTMP","ng_03","t12","E",0.5,2,"20181217",17579,"345.7%"
"nuc04","CMP","ng_01","t1","E",0.5,2,"20181217",1214,"331.1%"
"nuc04","CMP","ng_01","t2","E",0.5,2,"20181217",120,"874.1%"
"nuc04","CMP","ng_01","t12","E",0.5,2,"20181217",1214,"416.8%"
"nuc05","UMP","ng_02","t1","E",0.5,2,"20181217",495,"302.5%"
"nuc05","UMP","ng_02","t2","E",0.5,2,"20181217",322,"248.7%"
"nuc05","UMP","ng_02","t12","E",0.5,2,"20181217",708,"321.5%"
"nuc06","cAMP","ng_06","t1","E",0.5,2,"20181217",968,"192%"
"nuc06","cAMP","ng_06","t2","E",0.5,2,"20181217",7468,"249.5%"
"nuc06","cAMP","ng_06","t12","E",0.5,2,"20181217",8395,"243.5%"
"nuc07","dAMP","ng_04","t1","E",0.5,2,"20181217",1301,"328.1%"
"nuc07","dAMP","ng_04","t2","E",0.5,2,"20181217",251,"317.4%"
"nuc07","dAMP","ng_04","t12","E",0.5,2,"20181217",1552,"325.2%"
"nuc08","AMP","ng_04","t1","E",0.5,2,"20181217",170,"177%"
"nuc08","AMP","ng_04","t2","E",0.5,2,"20181217",427,"359.5%"
"nuc08","AMP","ng_04","t12","E",0.5,2,"20181217",597,"305%"
"nuc09","dGMP","ng_05","t1","E",0.5,2,"20181217",3363,"207.9%"
"nuc09","dGMP","ng_05","t2","E",0.5,2,"20181217",407,"226.6%"
"nuc09","dGMP","ng_05","t12","E",0.5,2,"20181217",3844,"205.1%"
"nuc10","IMP","ng_06","t1","E",0.5,2,"20181217",283,"143.1%"
"nuc10","IMP","ng_06","t2","E",0.5,2,"20181217",161,"192.7%"
"nuc10","IMP","ng_06","t12","E",0.5,2,"20181217",546,"128.4%"
"nuc11","GMP","ng_05","t1","E",0.5,2,"20181217",76,"422.3%"
"nuc11","GMP","ng_05","t2","E",0.5,2,"20181217",27,"1080.9%"
"nuc11","GMP","ng_05","t12","E",0.5,2,"20181217",168,"358.2%"
"nuc12","dCDP","ng_01","t1","E",0.5,2,"20181217",4517,"155.5%"
"nuc12","dCDP","ng_01","t2","E",0.5,2,"20181217",872,"134.8%"
"nuc12","dCDP","ng_01","t12","E",0.5,2,"20181217",5863,"139.5%"
"nuc13","dUDP","ng_02","t1","E",0.5,2,"20181217",7840,"74%"
"nuc13","dUDP","ng_02","t2","E",0.5,2,"20181217",2932,"71.8%"
"nuc13","dUDP","ng_02","t12","E",0.5,2,"20181217",11193,"70.3%"
"nuc14","dTDP","ng_03","t1","E",0.5,2,"20181217",92402,"128.6%"
"nuc14","dTDP","ng_03","t2","E",0.5,2,"20181217",39634,"130.5%"
"nuc14","dTDP","ng_03","t12","E",0.5,2,"20181217",132037,"129.1%"
"nuc15","CDP","ng_01","t1","E",0.5,2,"20181217",12869,"144.4%"
"nuc15","CDP","ng_01","t2","E",0.5,2,"20181217",558,"236.1%"
"nuc15","CDP","ng_01","t12","E",0.5,2,"20181217",13427,"147.9%"
"nuc16","UDP","ng_02","t1","E",0.5,2,"20181217",8244,"136.1%"
"nuc16","UDP","ng_02","t2","E",0.5,2,"20181217",1909,"187.9%"
"nuc16","UDP","ng_02","t12","E",0.5,2,"20181217",9547,"154.4%"
"nuc17","dADP","ng_04","t1","E",0.5,2,"20181217",1179,"296.1%"
"nuc17","dADP","ng_04","t2","E",0.5,2,"20181217",295,"326.5%"
"nuc17","dADP","ng_04","t12","E",0.5,2,"20181217",1474,"300.8%"
"nuc18","ADP","ng_04","t1","E",0.5,2,"20181217",9886,"152.4%"
"nuc18","ADP","ng_04","t2","E",0.5,2,"20181217",14149,"163.5%"
"nuc18","ADP","ng_04","t12","E",0.5,2,"20181217",24035,"158.8%"
"nuc19","dGDP","ng_05","t1","E",0.5,2,"20181217",13037,"185.1%"
"nuc19","dGDP","ng_05","t2","E",0.5,2,"20181217",666,"269.2%"
"nuc19","dGDP","ng_05","t12","E",0.5,2,"20181217",13704,"189%"
"nuc20","GDP","ng_05","t1","E",0.5,2,"20181217",3851,"252.3%"
"nuc20","GDP","ng_05","t2","E",0.5,2,"20181217",14321,"104.7%"
"nuc20","GDP","ng_05","t12","E",0.5,2,"20181217",22290,"110.2%"
"nuc21","dCTP","ng_01","t1","E",0.5,2,"20181217",18804,"82.6%"
"nuc21","dCTP","ng_01","t2","E",0.5,2,"20181217",3926,"75.4%"
"nuc21","dCTP","ng_01","t12","E",0.5,2,"20181217",22880,"80.6%"
"nuc22","dTTP","ng_03","t1","E",0.5,2,"20181217",22421,"164.2%"
"nuc22","dTTP","ng_03","t2","E",0.5,2,"20181217",1548,"158.6%"
"nuc22","dTTP","ng_03","t12","E",0.5,2,"20181217",23969,"163.8%"
"nuc23","CTP","ng_01","t1","E",0.5,2,"20181217",17199,"108.4%"
"nuc23","CTP","ng_01","t2","E",0.5,2,"20181217",20453,"73.7%"
"nuc23","CTP","ng_01","t12","E",0.5,2,"20181217",37652,"89.4%"
"nuc24","UTP","ng_02","t1","E",0.5,2,"20181217",27650,"64.2%"
"nuc24","UTP","ng_02","t2","E",0.5,2,"20181217",2968,"154.3%"
"nuc24","UTP","ng_02","t12","E",0.5,2,"20181217",30081,"73.7%"
"nuc25","dATP","ng_04","t1","E",0.5,2,"20181217",6866,"228.7%"
"nuc25","dATP","ng_04","t2","E",0.5,2,"20181217",2114,"122.5%"
"nuc25","dATP","ng_04","t12","E",0.5,2,"20181217",16710,"107.7%"
"nuc26","ATP","ng_04","t1","E",0.5,2,"20181217",22628,"170.9%"
"nuc26","ATP","ng_04","t2","E",0.5,2,"20181217",32069,"92.9%"
"nuc26","ATP","ng_04","t12","E",0.5,2,"20181217",44295,"152.8%"
"nuc27","dGTP","ng_05","t1","E",0.5,2,"20181217",36885,"70.9%"
"nuc27","dGTP","ng_05","t2","E",0.5,2,"20181217",3443,"72.4%"
"nuc27","dGTP","ng_05","t12","E",0.5,2,"20181217",40328,"70.9%"
"nuc28","GTP","ng_05","t1","E",0.5,2,"20181217",140,"140.4%"
"nuc28","GTP","ng_05","t2","E",0.5,2,"20181217",10,"900.8%"
"nuc28","GTP","ng_05","t12","E",0.5,2,"20181217",141,"189.9%"
"nuc29","UDP-Glc","ng_06","t1","E",0.5,2,"20181217",122,"212%"
"nuc29","UDP-Glc","ng_06","t2","E",0.5,2,"20181217",2626,"178%"
"nuc29","UDP-Glc","ng_06","t12","E",0.5,2,"20181217",2748,"178.7%"
"nuc30","GDP-Man","ng_06","t1","E",0.5,2,"20181217",334,"342%"
"nuc30","GDP-Man","ng_06","t2","E",0.5,2,"20181217",1491,"161.7%"
"nuc30","GDP-Man","ng_06","t12","E",0.5,2,"20181217",1825,"187.8%"
"nuc31","UDP-GNAc","ng_06","t1","E",0.5,2,"20181217",108,"1037.5%"
"nuc31","UDP-GNAc","ng_06","t2","E",0.5,2,"20181217",1044,"190.8%"
"nuc31","UDP-GNAc","ng_06","t12","E",0.5,2,"20181217",1394,"222.1%"
"nuc32","NAD+","ng_07","t1","E",0.5,2,"20181217",12,"1219.5%"
"nuc32","NAD+","ng_07","t2","E",0.5,2,"20181217",214,"708.6%"
"nuc32","NAD+","ng_07","t12","E",0.5,2,"20181217",222,"747.4%"
"nuc33","NADH","ng_07","t1","E",0.5,2,"20181217",131,"695.9%"
"nuc33","NADH","ng_07","t2","E",0.5,2,"20181217",203,"416.2%"
"nuc33","NADH","ng_07","t12","E",0.5,2,"20181217",361,"480.7%"
"nuc34","NADP+","ng_07","t1","E",0.5,2,"20181217",547,"655.8%"
"nuc34","NADP+","ng_07","t2","E",0.5,2,"20181217",5737,"666.5%"
"nuc34","NADP+","ng_07","t12","E",0.5,2,"20181217",6284,"665.1%"
"nuc35","NADPH","ng_07","t1","E",0.5,2,"20181217",124,"1232.9%"
"nuc35","NADPH","ng_07","t2","E",0.5,2,"20181217",328,"531.3%"
"nuc35","NADPH","ng_07","t12","E",0.5,2,"20181217",452,"716.5%"
"nuc36","AcCoA","ng_06","t1","E",0.5,2,"20181217",1832,"226.8%"
"nuc36","AcCoA","ng_06","t2","E",0.5,2,"20181217",1119,"248.9%"
"nuc36","AcCoA","ng_06","t12","E",0.5,2,"20181217",2951,"234.5%"
"nuc01","dCMP","ng_01","t1","E",0.5,3,"20181217",735,"20%"
"nuc01","dCMP","ng_01","t2","E",0.5,3,"20181217",417,"28.6%"
"nuc01","dCMP","ng_01","t12","E",0.5,3,"20181217",1138,"18.4%"
"nuc02","dUMP","ng_02","t1","E",0.5,3,"20181217",1856,"13.3%"
"nuc02","dUMP","ng_02","t2","E",0.5,3,"20181217",2869,"10.7%"
"nuc02","dUMP","ng_02","t12","E",0.5,3,"20181217",4726,"8.6%"
"nuc03","dTMP","ng_03","t1","E",0.5,3,"20181217",38538,"5.2%"
"nuc03","dTMP","ng_03","t2","E",0.5,3,"20181217",99926,"4.4%"
"nuc03","dTMP","ng_03","t12","E",0.5,3,"20181217",138782,"4.4%"
"nuc04","CMP","ng_01","t1","E",0.5,3,"20181217",8911,"6.9%"
"nuc04","CMP","ng_01","t2","E",0.5,3,"20181217",2417,"11.2%"
"nuc04","CMP","ng_01","t12","E",0.5,3,"20181217",11390,"5.9%"
"nuc05","UMP","ng_02","t1","E",0.5,3,"20181217",3504,"10%"
"nuc05","UMP","ng_02","t2","E",0.5,3,"20181217",1897,"13.1%"
"nuc05","UMP","ng_02","t12","E",0.5,3,"20181217",5423,"9.3%"
"nuc06","cAMP","ng_06","t1","E",0.5,3,"20181217",4067,"10%"
"nuc06","cAMP","ng_06","t2","E",0.5,3,"20181217",42361,"5.4%"
"nuc06","cAMP","ng_06","t12","E",0.5,3,"20181217",46616,"5.3%"
"nuc07","dAMP","ng_04","t1","E",0.5,3,"20181217",9681,"7.2%"
"nuc07","dAMP","ng_04","t2","E",0.5,3,"20181217",1842,"12.1%"
"nuc07","dAMP","ng_04","t12","E",0.5,3,"20181217",11496,"6.6%"
"nuc08","AMP","ng_04","t1","E",0.5,3,"20181217",689,"20.9%"
"nuc08","AMP","ng_04","t2","E",0.5,3,"20181217",3268,"9.5%"
"nuc08","AMP","ng_04","t12","E",0.5,3,"20181217",3958,"8.6%"
"nuc09","dGMP","ng_05","t1","E",0.5,3,"20181217",15352,"6%"
"nuc09","dGMP","ng_05","t2","E",0.5,3,"20181217",2104,"13.4%"
"nuc09","dGMP","ng_05","t12","E",0.5,3,"20181217",17552,"5.7%"
"nuc10","IMP","ng_06","t1","E",0.5,3,"20181217",829,"17.6%"
"nuc10","IMP","ng_06","t2","E",0.5,3,"20181217",642,"24.5%"
"nuc10","IMP","ng_06","t12","E",0.5,3,"20181217",1482,"16.8%"
"nuc11","GMP","ng_05","t1","E",0.5,3,"20181217",647,"25.7%"
"nuc11","GMP","ng_05","t2","E",0.5,3,"20181217",568,"23.3%"
"nuc11","GMP","ng_05","t12","E",0.5,3,"20181217",1221,"21%"
"nuc12","dCDP","ng_01","t1","E",0.5,3,"20181217",15547,"6.5%"
"nuc12","dCDP","ng_01","t2","E",0.5,3,"20181217",2518,"13.2%"
"nuc12","dCDP","ng_01","t12","E",0.5,3,"20181217",18020,"6.3%"
"nuc13","dUDP","ng_02","t1","E",0.5,3,"20181217",13063,"7.6%"
"nuc13","dUDP","ng_02","t2","E",0.5,3,"20181217",4299,"8.4%"
"nuc13","dUDP","ng_02","t12","E",0.5,3,"20181217",17365,"7%"
"nuc14","dTDP","ng_03","t1","E",0.5,3,"20181217",253384,"6.9%"
"nuc14","dTDP","ng_03","t2","E",0.5,3,"20181217",110852,"6.7%"
"nuc14","dTDP","ng_03","t12","E",0.5,3,"20181217",364762,"6.7%"
"nuc15","CDP","ng_01","t1","E",0.5,3,"20181217",39560,"6.8%"
"nuc15","CDP","ng_01","t2","E",0.5,3,"20181217",2756,"11.5%"
"nuc15","CDP","ng_01","t12","E",0.5,3,"20181217",42059,"6.5%"
"nuc16","UDP","ng_02","t1","E",0.5,3,"20181217",25110,"5.4%"
"nuc16","UDP","ng_02","t2","E",0.5,3,"20181217",7828,"8.4%"
"nuc16","UDP","ng_02","t12","E",0.5,3,"20181217",32884,"5.5%"
"nuc17","dADP","ng_04","t1","E",0.5,3,"20181217",7619,"8.4%"
"nuc17","dADP","ng_04","t2","E",0.5,3,"20181217",1944,"13%"
"nuc17","dADP","ng_04","t12","E",0.5,3,"20181217",9541,"7.1%"
"nuc18","ADP","ng_04","t1","E",0.5,3,"20181217",32687,"5.2%"
"nuc18","ADP","ng_04","t2","E",0.5,3,"20181217",49924,"5.9%"
"nuc18","ADP","ng_04","t12","E",0.5,3,"20181217",82694,"5.2%"
"nuc19","dGDP","ng_05","t1","E",0.5,3,"20181217",52245,"4.9%"
"nuc19","dGDP","ng_05","t2","E",0.5,3,"20181217",3813,"8.5%"
"nuc19","dGDP","ng_05","t12","E",0.5,3,"20181217",55661,"4.8%"
"nuc20","GDP","ng_05","t1","E",0.5,3,"20181217",21542,"4.4%"
"nuc20","GDP","ng_05","t2","E",0.5,3,"20181217",33409,"5.5%"
"nuc20","GDP","ng_05","t12","E",0.5,3,"20181217",54953,"4.4%"
"nuc21","dCTP","ng_01","t1","E",0.5,3,"20181217",32658,"6.9%"
"nuc21","dCTP","ng_01","t2","E",0.5,3,"20181217",6226,"9.1%"
"nuc21","dCTP","ng_01","t12","E",0.5,3,"20181217",39045,"6.8%"
"nuc22","dTTP","ng_03","t1","E",0.5,3,"20181217",75792,"6%"
"nuc22","dTTP","ng_03","t2","E",0.5,3,"20181217",5143,"10.5%"
"nuc22","dTTP","ng_03","t12","E",0.5,3,"20181217",80946,"6%"
"nuc23","CTP","ng_01","t1","E",0.5,3,"20181217",36839,"6.4%"
"nuc23","CTP","ng_01","t2","E",0.5,3,"20181217",30632,"6.1%"
"nuc23","CTP","ng_01","t12","E",0.5,3,"20181217",67947,"5.8%"
"nuc24","UTP","ng_02","t1","E",0.5,3,"20181217",36028,"6.2%"
"nuc24","UTP","ng_02","t2","E",0.5,3,"20181217",9642,"8.8%"
"nuc24","UTP","ng_02","t12","E",0.5,3,"20181217",45923,"6.3%"
"nuc25","dATP","ng_04","t1","E",0.5,3,"20181217",34803,"5.4%"
"nuc25","dATP","ng_04","t2","E",0.5,3,"20181217",5142,"10.1%"
"nuc25","dATP","ng_04","t12","E",0.5,3,"20181217",39946,"5.3%"
"nuc26","ATP","ng_04","t1","E",0.5,3,"20181217",64148,"5.2%"
"nuc26","ATP","ng_04","t2","E",0.5,3,"20181217",58230,"5.6%"
"nuc26","ATP","ng_04","t12","E",0.5,3,"20181217",122430,"5.2%"
"nuc27","dGTP","ng_05","t1","E",0.5,3,"20181217",55840,"5.3%"
"nuc27","dGTP","ng_05","t2","E",0.5,3,"20181217",5161,"9.9%"
"nuc27","dGTP","ng_05","t12","E",0.5,3,"20181217",60845,"5.4%"
"nuc28","GTP","ng_05","t1","E",0.5,3,"20181217",456,"27.5%"
"nuc28","GTP","ng_05","t2","E",0.5,3,"20181217",149,"47.4%"
"nuc28","GTP","ng_05","t12","E",0.5,3,"20181217",609,"21.4%"
"nuc29","UDP-Glc","ng_06","t1","E",0.5,3,"20181217",494,"25.2%"
"nuc29","UDP-Glc","ng_06","t2","E",0.5,3,"20181217",9395,"7.2%"
"nuc29","UDP-Glc","ng_06","t12","E",0.5,3,"20181217",9840,"7.4%"
"nuc30","GDP-Man","ng_06","t1","E",0.5,3,"20181217",2262,"11.8%"
"nuc30","GDP-Man","ng_06","t2","E",0.5,3,"20181217",4163,"9.4%"
"nuc30","GDP-Man","ng_06","t12","E",0.5,3,"20181217",6441,"7.1%"
"nuc31","UDP-GNAc","ng_06","t1","E",0.5,3,"20181217",2018,"14.5%"
"nuc31","UDP-GNAc","ng_06","t2","E",0.5,3,"20181217",3809,"11.1%"
"nuc31","UDP-GNAc","ng_06","t12","E",0.5,3,"20181217",5832,"8.8%"
"nuc32","NAD+","ng_07","t1","E",0.5,3,"20181217",341,"32.9%"
"nuc32","NAD+","ng_07","t2","E",0.5,3,"20181217",3343,"11.4%"
"nuc32","NAD+","ng_07","t12","E",0.5,3,"20181217",3660,"11%"
"nuc33","NADH","ng_07","t1","E",0.5,3,"20181217",1903,"12.9%"
"nuc33","NADH","ng_07","t2","E",0.5,3,"20181217",1760,"13.9%"
"nuc33","NADH","ng_07","t12","E",0.5,3,"20181217",3659,"9.9%"
"nuc34","NADP+","ng_07","t1","E",0.5,3,"20181217",7834,"8.5%"
"nuc34","NADP+","ng_07","t2","E",0.5,3,"20181217",83819,"5.2%"
"nuc34","NADP+","ng_07","t12","E",0.5,3,"20181217",91563,"5%"
"nuc35","NADPH","ng_07","t1","E",0.5,3,"20181217",3130,"15.4%"
"nuc35","NADPH","ng_07","t2","E",0.5,3,"20181217",3897,"10.6%"
"nuc35","NADPH","ng_07","t12","E",0.5,3,"20181217",7002,"10.3%"
"nuc36","AcCoA","ng_06","t1","E",0.5,3,"20181217",7572,"10.1%"
"nuc36","AcCoA","ng_06","t2","E",0.5,3,"20181217",5131,"11%"
"nuc36","AcCoA","ng_06","t12","E",0.5,3,"20181217",12825,"8.7%"
"nuc01","dCMP","ng_01","t1","F",0.2,1,"20181217",334,"32.9%"
"nuc01","dCMP","ng_01","t2","F",0.2,1,"20181217",171,"32%"
"nuc01","dCMP","ng_01","t12","F",0.2,1,"20181217",511,"24.7%"
"nuc02","dUMP","ng_02","t1","F",0.2,1,"20181217",685,"16.3%"
"nuc02","dUMP","ng_02","t2","F",0.2,1,"20181217",1092,"19.5%"
"nuc02","dUMP","ng_02","t12","F",0.2,1,"20181217",1777,"13.5%"
"nuc03","dTMP","ng_03","t1","F",0.2,1,"20181217",13899,"8.6%"
"nuc03","dTMP","ng_03","t2","F",0.2,1,"20181217",35790,"7.1%"
"nuc03","dTMP","ng_03","t12","F",0.2,1,"20181217",49971,"7.1%"
"nuc04","CMP","ng_01","t1","F",0.2,1,"20181217",5012,"8.2%"
"nuc04","CMP","ng_01","t2","F",0.2,1,"20181217",953,"18.6%"
"nuc04","CMP","ng_01","t12","F",0.2,1,"20181217",5892,"7.4%"
"nuc05","UMP","ng_02","t1","F",0.2,1,"20181217",1513,"9.5%"
"nuc05","UMP","ng_02","t2","F",0.2,1,"20181217",2087,"12.9%"
"nuc05","UMP","ng_02","t12","F",0.2,1,"20181217",3658,"8.8%"
"nuc06","cAMP","ng_06","t1","F",0.2,1,"20181217",1394,"14.5%"
"nuc06","cAMP","ng_06","t2","F",0.2,1,"20181217",14958,"5.8%"
"nuc06","cAMP","ng_06","t12","F",0.2,1,"20181217",16486,"5.3%"
"nuc07","dAMP","ng_04","t1","F",0.2,1,"20181217",3344,"13.3%"
"nuc07","dAMP","ng_04","t2","F",0.2,1,"20181217",607,"35.7%"
"nuc07","dAMP","ng_04","t12","F",0.2,1,"20181217",3927,"13.4%"
"nuc08","AMP","ng_04","t1","F",0.2,1,"20181217",229,"33.6%"
"nuc08","AMP","ng_04","t2","F",0.2,1,"20181217",1091,"16.9%"
"nuc08","AMP","ng_04","t12","F",0.2,1,"20181217",1337,"15.4%"
"nuc09","dGMP","ng_05","t1","F",0.2,1,"20181217",5117,"10.1%"
"nuc09","dGMP","ng_05","t2","F",0.2,1,"20181217",730,"21.8%"
"nuc09","dGMP","ng_05","t12","F",0.2,1,"20181217",5757,"9.8%"
"nuc10","IMP","ng_06","t1","F",0.2,1,"20181217",448,"18.1%"
"nuc10","IMP","ng_06","t2","F",0.2,1,"20181217",250,"31.2%"
"nuc10","IMP","ng_06","t12","F",0.2,1,"20181217",714,"13.1%"
"nuc11","GMP","ng_05","t1","F",0.2,1,"20181217",232,"38%"
"nuc11","GMP","ng_05","t2","F",0.2,1,"20181217",232,"37.7%"
"nuc11","GMP","ng_05","t12","F",0.2,1,"20181217",481,"27%"
"nuc12","dCDP","ng_01","t1","F",0.2,1,"20181217",4435,"13%"
"nuc12","dCDP","ng_01","t2","F",0.2,1,"20181217",906,"16.9%"
"nuc12","dCDP","ng_01","t12","F",0.2,1,"20181217",5341,"12.2%"
"nuc13","dUDP","ng_02","t1","F",0.2,1,"20181217",3839,"10.1%"
"nuc13","dUDP","ng_02","t2","F",0.2,1,"20181217",1371,"20.1%"
"nuc13","dUDP","ng_02","t12","F",0.2,1,"20181217",5229,"10.6%"
"nuc14","dTDP","ng_03","t1","F",0.2,1,"20181217",68771,"6.9%"
"nuc14","dTDP","ng_03","t2","F",0.2,1,"20181217",30766,"7.5%"
"nuc14","dTDP","ng_03","t12","F",0.2,1,"20181217",98747,"6.9%"
"nuc15","CDP","ng_01","t1","F",0.2,1,"20181217",11276,"9.6%"
"nuc15","CDP","ng_01","t2","F",0.2,1,"20181217",812,"18.5%"
"nuc15","CDP","ng_01","t12","F",0.2,1,"20181217",12016,"9.3%"
"nuc16","UDP","ng_02","t1","F",0.2,1,"20181217",7164,"10.3%"
"nuc16","UDP","ng_02","t2","F",0.2,1,"20181217",2212,"16.2%"
"nuc16","UDP","ng_02","t12","F",0.2,1,"20181217",9408,"9.9%"
"nuc17","dADP","ng_04","t1","F",0.2,1,"20181217",2292,"13.9%"
"nuc17","dADP","ng_04","t2","F",0.2,1,"20181217",636,"25.4%"
"nuc17","dADP","ng_04","t12","F",0.2,1,"20181217",2863,"13.3%"
"nuc18","ADP","ng_04","t1","F",0.2,1,"20181217",9567,"9.5%"
"nuc18","ADP","ng_04","t2","F",0.2,1,"20181217",13698,"8.7%"
"nuc18","ADP","ng_04","t12","F",0.2,1,"20181217",22720,"8.5%"
"nuc19","dGDP","ng_05","t1","F",0.2,1,"20181217",14712,"9.6%"
"nuc19","dGDP","ng_05","t2","F",0.2,1,"20181217",1258,"13.5%"
"nuc19","dGDP","ng_05","t12","F",0.2,1,"20181217",15872,"9%"
"nuc20","GDP","ng_05","t1","F",0.2,1,"20181217",5674,"11.7%"
"nuc20","GDP","ng_05","t2","F",0.2,1,"20181217",9165,"9.8%"
"nuc20","GDP","ng_05","t12","F",0.2,1,"20181217",14792,"9.2%"
"nuc21","dCTP","ng_01","t1","F",0.2,1,"20181217",6997,"13.5%"
"nuc21","dCTP","ng_01","t2","F",0.2,1,"20181217",1462,"19.5%"
"nuc21","dCTP","ng_01","t12","F",0.2,1,"20181217",8669,"12.8%"
"nuc22","dTTP","ng_03","t1","F",0.2,1,"20181217",15809,"10.9%"
"nuc22","dTTP","ng_03","t2","F",0.2,1,"20181217",1522,"16.2%"
"nuc22","dTTP","ng_03","t12","F",0.2,1,"20181217",17431,"10.6%"
"nuc23","CTP","ng_01","t1","F",0.2,1,"20181217",8029,"14.1%"
"nuc23","CTP","ng_01","t2","F",0.2,1,"20181217",6721,"16.3%"
"nuc23","CTP","ng_01","t12","F",0.2,1,"20181217",14567,"14.6%"
"nuc24","UTP","ng_02","t1","F",0.2,1,"20181217",7747,"13.3%"
"nuc24","UTP","ng_02","t2","F",0.2,1,"20181217",2172,"19.6%"
"nuc24","UTP","ng_02","t12","F",0.2,1,"20181217",9793,"13.6%"
"nuc25","dATP","ng_04","t1","F",0.2,1,"20181217",7328,"13.2%"
"nuc25","dATP","ng_04","t2","F",0.2,1,"20181217",1073,"18%"
"nuc25","dATP","ng_04","t12","F",0.2,1,"20181217",8484,"12.9%"
"nuc26","ATP","ng_04","t1","F",0.2,1,"20181217",13129,"14.9%"
"nuc26","ATP","ng_04","t2","F",0.2,1,"20181217",12244,"14%"
"nuc26","ATP","ng_04","t12","F",0.2,1,"20181217",25430,"14%"
"nuc27","dGTP","ng_05","t1","F",0.2,1,"20181217",11471,"13.3%"
"nuc27","dGTP","ng_05","t2","F",0.2,1,"20181217",1149,"21.7%"
"nuc27","dGTP","ng_05","t12","F",0.2,1,"20181217",12695,"13%"
"nuc28","GTP","ng_05","t1","F",0.2,1,"20181217",306,"27.6%"
"nuc28","GTP","ng_05","t2","F",0.2,1,"20181217",103,"49.4%"
"nuc28","GTP","ng_05","t12","F",0.2,1,"20181217",412,"23.9%"
"nuc29","UDP-Glc","ng_06","t1","F",0.2,1,"20181217",131,"53.6%"
"nuc29","UDP-Glc","ng_06","t2","F",0.2,1,"20181217",2358,"11.6%"
"nuc29","UDP-Glc","ng_06","t12","F",0.2,1,"20181217",2460,"11.8%"
"nuc30","GDP-Man","ng_06","t1","F",0.2,1,"20181217",632,"25.3%"
"nuc30","GDP-Man","ng_06","t2","F",0.2,1,"20181217",1096,"16.7%"
"nuc30","GDP-Man","ng_06","t12","F",0.2,1,"20181217",1727,"13.7%"
"nuc31","UDP-GNAc","ng_06","t1","F",0.2,1,"20181217",558,"23.8%"
"nuc31","UDP-GNAc","ng_06","t2","F",0.2,1,"20181217",1800,"14.4%"
