"calcurve","nuc_nb","transition","mean","cv","nb_calcurve","date","level"
"B",6,2,301124,"47.6%",3,"20181217",5
"B",6,12,328694,"47.7%",3,"20181217",5
"B",7,1,52021,"49.6%",3,"20181217",5
"B",7,2,8643,"53.1%",3,"20181217",5
"B",7,12,61512,"49.3%",3,"20181217",5
"B",8,1,3340,"53.2%",3,"20181217",5
"B",8,2,16252,"52.1%",3,"20181217",5
"B",8,12,19388,"52.7%",3,"20181217",5
"B",9,1,83651,"50.6%",3,"20181217",5
"B",9,2,10783,"53.8%",3,"20181217",5
"B",9,12,96390,"49.9%",3,"20181217",5
"B",10,1,4330,"50.5%",3,"20181217",5
"B",10,2,3140,"55.1%",3,"20181217",5
"B",10,12,7715,"50.4%",3,"20181217",5
"B",11,1,3142,"58.4%",3,"20181217",5
"B",11,2,2639,"59%",3,"20181217",5
"B",11,12,5898,"57.2%",3,"20181217",5
"B",12,1,79813,"49.7%",3,"20181217",5
"B",12,2,12955,"50.4%",3,"20181217",5
"B",12,12,93348,"49.4%",3,"20181217",5
"B",13,1,67246,"46.6%",3,"20181217",5
"B",13,2,21527,"46.4%",3,"20181217",5
"B",13,12,89268,"45.9%",3,"20181217",5
"B",14,1,1488060,"49%",3,"20181217",5
"B",14,2,657590,"49.7%",3,"20181217",5
"B",14,12,2147795,"49.2%",3,"20181217",5
"B",15,1,232182,"49.7%",3,"20181217",5
"B",15,2,13351,"50.6%",3,"20181217",5
"B",15,12,245290,"49.7%",3,"20181217",5
"B",16,1,141333,"49.4%",3,"20181217",5
"B",16,2,43309,"51.7%",3,"20181217",5
"B",16,12,184642,"49.8%",3,"20181217",5
"B",17,1,62358,"51.9%",3,"20181217",5
"B",17,2,16489,"52.3%",3,"20181217",5
"B",17,12,77872,"52.7%",3,"20181217",5
"B",18,1,233007,"48.6%",3,"20181217",5
"B",18,2,359860,"49.3%",3,"20181217",5
"B",18,12,595730,"48.7%",3,"20181217",5
"B",19,1,374276,"49.2%",3,"20181217",5
"B",19,2,26270,"48%",3,"20181217",5
"B",19,12,401367,"49%",3,"20181217",5
"B",20,1,139893,"50.8%",3,"20181217",5
"B",20,2,221684,"50.1%",3,"20181217",5
"B",20,12,361577,"50.3%",3,"20181217",5
"B",21,1,237663,"47.5%",3,"20181217",5
"B",21,2,44689,"46.8%",3,"20181217",5
"B",21,12,282352,"47.3%",3,"20181217",5
"B",22,1,749279,"47%",3,"20181217",5
"B",22,2,48008,"49%",3,"20181217",5
"B",22,12,797287,"47.1%",3,"20181217",5
"B",23,1,287533,"46.5%",3,"20181217",5
"B",23,2,232590,"46.8%",3,"20181217",5
"B",23,12,516876,"46.9%",3,"20181217",5
"B",24,1,289062,"48%",3,"20181217",5
"B",24,2,69087,"48.5%",3,"20181217",5
"B",24,12,356294,"48.3%",3,"20181217",5
"B",25,1,385587,"46.3%",3,"20181217",5
"B",25,2,53872,"46.6%",3,"20181217",5
"B",25,12,441536,"46.1%",3,"20181217",5
"B",26,1,651690,"47%",3,"20181217",5
"B",26,2,580406,"47.8%",3,"20181217",5
"B",26,12,1238020,"46.7%",3,"20181217",5
"B",27,1,555167,"47.1%",3,"20181217",5
"B",27,2,48022,"49.1%",3,"20181217",5
"B",27,12,601878,"47.4%",3,"20181217",5
"B",28,1,1381,"54.6%",3,"20181217",5
"B",28,2,431,"69.8%",3,"20181217",5
"B",28,12,1851,"56.2%",3,"20181217",5
"B",29,1,2171,"54.7%",3,"20181217",5
"B",29,2,47353,"47.9%",3,"20181217",5
"B",29,12,49634,"48%",3,"20181217",5
"B",30,1,12294,"47.5%",3,"20181217",5
"B",30,2,22406,"48.6%",3,"20181217",5
"B",30,12,35258,"47.2%",3,"20181217",5
"B",31,1,9760,"46.6%",3,"20181217",5
"B",31,2,17870,"47.7%",3,"20181217",5
"B",31,12,28140,"45.9%",3,"20181217",5
"B",32,1,1846,"57%",3,"20181217",5
"B",32,2,19921,"50.2%",3,"20181217",5
"B",32,12,21883,"50.4%",3,"20181217",5
"B",33,1,15868,"52.5%",3,"20181217",5
"B",33,2,14924,"52.9%",3,"20181217",5
"B",33,12,31806,"50.9%",3,"20181217",5
"B",34,1,44141,"49.9%",3,"20181217",5
"B",34,2,486991,"49.5%",3,"20181217",5
"B",34,12,529309,"49.7%",3,"20181217",5
"B",35,1,30378,"50.1%",3,"20181217",5
"B",35,2,21807,"50%",3,"20181217",5
"B",35,12,52271,"49.9%",3,"20181217",5
"B",36,1,157053,"50.6%",3,"20181217",5
"B",36,2,103244,"51.5%",3,"20181217",5
"B",36,12,262164,"50.6%",3,"20181217",5
"B",14,1,1248900,"25.7%",1,"20181218",5
"B",14,2,555775,"25.1%",1,"20181218",5
"B",14,12,1801446,"25.6%",1,"20181218",5
"B",15,1,198831,"25.2%",1,"20181218",5
"B",15,2,12349,"28.3%",1,"20181218",5
"B",15,12,210916,"25.3%",1,"20181218",5
"B",16,1,125452,"23.4%",1,"20181218",5
"B",16,2,40334,"27.2%",1,"20181218",5
"B",16,12,165900,"24.2%",1,"20181218",5
"B",17,1,62509,"26.6%",1,"20181218",5
"B",17,2,16524,"27.7%",1,"20181218",5
"B",17,12,78814,"26.8%",1,"20181218",5
"B",18,1,207743,"23.5%",1,"20181218",5
"B",18,2,309808,"25.8%",1,"20181218",5
"B",18,12,519168,"24.8%",1,"20181218",5
"B",19,1,325112,"26.9%",1,"20181218",5
"B",19,2,22119,"24.6%",1,"20181218",5
"B",19,12,347842,"26.7%",1,"20181218",5
"B",20,1,120818,"26.6%",1,"20181218",5
"B",20,2,189878,"24.4%",1,"20181218",5
"B",20,12,310713,"25.2%",1,"20181218",5
"B",21,1,170327,"24.8%",1,"20181218",5
"B",21,2,31503,"22.2%",1,"20181218",5
"B",21,12,201929,"24.3%",1,"20181218",5
"B",22,1,530337,"23%",1,"20181218",5
"B",22,2,34847,"24.5%",1,"20181218",5
"B",22,12,565635,"23.1%",1,"20181218",5
"B",23,1,201035,"21.3%",1,"20181218",5
"B",23,2,160693,"23.2%",1,"20181218",5
"B",23,12,361807,"22.1%",1,"20181218",5
"B",24,1,204821,"22.9%",1,"20181218",5
"B",24,2,48648,"21.9%",1,"20181218",5
"B",24,12,253469,"22.6%",1,"20181218",5
"B",25,1,276837,"22.4%",1,"20181218",5
"B",25,2,39138,"19.9%",1,"20181218",5
"B",25,12,317548,"22%",1,"20181218",5
"B",26,1,467018,"24.2%",1,"20181218",5
"B",26,2,421667,"24.8%",1,"20181218",5
"B",26,12,887275,"24.4%",1,"20181218",5
"B",27,1,407775,"22.3%",1,"20181218",5
"B",27,2,35945,"24.5%",1,"20181218",5
"B",27,12,444593,"22.4%",1,"20181218",5
"B",28,1,1693,"28.9%",1,"20181218",5
"B",28,2,667,"31.7%",1,"20181218",5
"B",28,12,2411,"27.5%",1,"20181218",5
"B",29,1,1961,"27.7%",1,"20181218",5
"B",29,2,38586,"24.8%",1,"20181218",5
"B",29,12,40725,"24.6%",1,"20181218",5
"B",30,1,10055,"25.2%",1,"20181218",5
"B",30,2,18266,"25.2%",1,"20181218",5
"B",30,12,28496,"24.8%",1,"20181218",5
"B",31,1,7875,"20.2%",1,"20181218",5
"B",31,2,14599,"26.4%",1,"20181218",5
"B",31,12,22647,"23.3%",1,"20181218",5
"B",32,1,1707,"30.8%",1,"20181218",5
"B",32,2,17195,"28%",1,"20181218",5
"B",32,12,19078,"27.6%",1,"20181218",5
"B",33,1,13360,"27.8%",1,"20181218",5
"B",33,2,12903,"26.7%",1,"20181218",5
"B",33,12,26515,"26.7%",1,"20181218",5
"B",34,1,34762,"27.5%",1,"20181218",5
"B",34,2,384131,"27.4%",1,"20181218",5
"B",34,12,420175,"27.3%",1,"20181218",5
"B",35,1,23914,"26.4%",1,"20181218",5
"B",35,2,16837,"27.9%",1,"20181218",5
"B",35,12,40989,"26.7%",1,"20181218",5
"B",36,1,127162,"24.1%",1,"20181218",5
"B",36,2,85444,"22.7%",1,"20181218",5
"B",36,12,214612,"23.2%",1,"20181218",5
"B",1,1,3316,"15.6%",2,"20181218",5
"B",1,2,1572,"13.9%",2,"20181218",5
"B",1,12,4899,"12.9%",2,"20181218",5
"B",2,1,3990,"12.4%",2,"20181218",5
"B",2,2,10551,"10.1%",2,"20181218",5
"B",2,12,14370,"10.2%",2,"20181218",5
"B",3,1,153946,"10.9%",2,"20181218",5
"B",3,2,397784,"10.8%",2,"20181218",5
"B",3,12,548568,"10.8%",2,"20181218",5
"B",4,1,35713,"10.7%",2,"20181218",5
"B",4,2,8280,"11.6%",2,"20181218",5
"B",4,12,43545,"10.6%",2,"20181218",5
"B",5,1,13118,"11.5%",2,"20181218",5
"B",1,1,3880,"28.8%",1,"20181218",5
"B",1,2,1890,"31.2%",1,"20181218",5
"B",1,12,5778,"29%",1,"20181218",5
"B",2,1,4740,"27.2%",1,"20181218",5
"B",2,2,12631,"27.1%",1,"20181218",5
"B",2,12,17556,"26.6%",1,"20181218",5
"B",3,1,184403,"27.1%",1,"20181218",5
"B",3,2,483999,"27.7%",1,"20181218",5
"B",3,12,668931,"27.5%",1,"20181218",5
"B",4,1,42209,"28.4%",1,"20181218",5
"B",4,2,9599,"28.1%",1,"20181218",5
"B",4,12,51658,"28.3%",1,"20181218",5
"B",5,1,15726,"27.4%",1,"20181218",5
"B",5,2,6413,"26.8%",1,"20181218",5
"B",5,12,22253,"26.8%",1,"20181218",5
"B",6,1,24123,"25%",1,"20181218",5
"B",6,2,255487,"27.7%",1,"20181218",5
"B",6,12,279072,"27.4%",1,"20181218",5
"B",7,1,46597,"28.4%",1,"20181218",5
"B",7,2,8617,"29.7%",1,"20181218",5
"B",7,12,55103,"28.5%",1,"20181218",5
"B",8,1,3310,"32.1%",1,"20181218",5
"B",8,2,16458,"29.5%",1,"20181218",5
"B",8,12,19884,"29.6%",1,"20181218",5
"B",9,1,82718,"29.5%",1,"20181218",5
"B",9,2,10965,"30%",1,"20181218",5
"B",9,12,93400,"29.6%",1,"20181218",5
"B",10,1,4206,"25.1%",1,"20181218",5
"B",10,2,3050,"30.4%",1,"20181218",5
"B",10,12,7309,"26.1%",1,"20181218",5
"B",11,1,3503,"31.9%",1,"20181218",5
"B",11,2,3198,"31%",1,"20181218",5
"B",11,12,6801,"30.4%",1,"20181218",5
"B",12,1,70639,"27.4%",1,"20181218",5
"B",12,2,11672,"26.9%",1,"20181218",5
"B",12,12,82052,"27.3%",1,"20181218",5
"B",13,1,56045,"25.2%",1,"20181218",5
"B",13,2,17633,"20.8%",1,"20181218",5
"B",13,12,73397,"24%",1,"20181218",5
"B",18,2,301265,"23.8%",2,"20181218",5
"B",18,12,500337,"20.6%",2,"20181218",5
"B",19,1,312812,"19.4%",2,"20181218",5
"B",19,2,21690,"14.9%",2,"20181218",5
"B",19,12,334911,"19%",2,"20181218",5
"B",20,1,115995,"20%",2,"20181218",5
"B",20,2,182680,"16.9%",2,"20181218",5
"B",20,12,298396,"18%",2,"20181218",5
"B",21,1,181619,"11.2%",2,"20181218",5
"B",21,2,33991,"11.1%",2,"20181218",5
"B",21,12,216252,"11%",2,"20181218",5
"B",22,1,567189,"9.1%",2,"20181218",5
"B",22,2,37525,"11.3%",2,"20181218",5
"B",22,12,604846,"9.1%",2,"20181218",5
"B",23,1,213300,"9.8%",2,"20181218",5
"B",23,2,169700,"10.9%",2,"20181218",5
"B",23,12,381181,"10.2%",2,"20181218",5
"B",24,1,213209,"9.9%",2,"20181218",5
"B",24,2,51563,"9.9%",2,"20181218",5
"B",24,12,264943,"9.8%",2,"20181218",5
"B",25,1,293274,"11.5%",2,"20181218",5
"B",25,2,42573,"12.1%",2,"20181218",5
"B",25,12,339306,"11.3%",2,"20181218",5
"B",26,1,487626,"12.5%",2,"20181218",5
"B",26,2,446836,"12%",2,"20181218",5
"B",26,12,946304,"11.8%",2,"20181218",5
"B",27,1,430297,"11.2%",2,"20181218",5
"B",27,2,38736,"10.5%",2,"20181218",5
"B",27,12,467182,"11.2%",2,"20181218",5
"B",28,1,1430,"23.6%",2,"20181218",5
"B",28,2,519,"29.4%",2,"20181218",5
"B",28,12,2034,"20.6%",2,"20181218",5
"B",29,1,2078,"14.7%",2,"20181218",5
"B",29,2,40217,"13%",2,"20181218",5
"B",29,12,42493,"12.7%",2,"20181218",5
"B",30,1,10712,"13.7%",2,"20181218",5
"B",30,2,19036,"13.5%",2,"20181218",5
"B",30,12,29464,"13.3%",2,"20181218",5
"B",31,1,8227,"13.2%",2,"20181218",5
"B",31,2,15181,"13%",2,"20181218",5
"B",31,12,23308,"12.6%",2,"20181218",5
"B",32,1,1625,"23%",2,"20181218",5
"B",32,2,16433,"20.5%",2,"20181218",5
"B",32,12,18306,"19.8%",2,"20181218",5
"B",33,1,13941,"15.2%",2,"20181218",5
"B",33,2,13449,"16.7%",2,"20181218",5
"B",33,12,27483,"14.8%",2,"20181218",5
"B",34,1,37341,"9.6%",2,"20181218",5
"B",34,2,402667,"7.6%",2,"20181218",5
"B",34,12,439892,"7.7%",2,"20181218",5
"B",35,1,25262,"10.2%",2,"20181218",5
"B",35,2,18004,"9.9%",2,"20181218",5
"B",35,12,42548,"9.6%",2,"20181218",5
"B",36,1,132749,"9.9%",2,"20181218",5
"B",36,2,88597,"11.1%",2,"20181218",5
"B",36,12,221707,"10.2%",2,"20181218",5
"B",10,1,3915,"12.2%",2,"20181218",5
"B",10,2,2997,"14.5%",2,"20181218",5
"B",10,12,7032,"10.5%",2,"20181218",5
"B",11,1,3019,"16.8%",2,"20181218",5
"B",11,2,2716,"16.8%",2,"20181218",5
"B",11,12,5743,"15.3%",2,"20181218",5
"B",12,1,68502,"14.6%",2,"20181218",5
"B",12,2,11373,"13.7%",2,"20181218",5
"B",12,12,80223,"14.1%",2,"20181218",5
"B",13,1,56779,"15.6%",2,"20181218",5
"B",13,2,18728,"13.1%",2,"20181218",5
"B",13,12,75187,"12.8%",2,"20181218",5
"B",14,1,1301230,"15.3%",2,"20181218",5
"B",14,2,580252,"12.1%",2,"20181218",5
"B",14,12,1884413,"13.8%",2,"20181218",5
"B",15,1,200254,"16.5%",2,"20181218",5
"B",15,2,12190,"17.6%",2,"20181218",5
"B",15,12,211738,"16.5%",2,"20181218",5
"B",16,1,123232,"15.1%",2,"20181218",5
"B",16,2,38688,"16.9%",2,"20181218",5
"B",16,12,162627,"14.5%",2,"20181218",5
"B",17,1,56853,"19.2%",2,"20181218",5
"B",17,2,14945,"21.7%",2,"20181218",5
"B",17,12,71618,"19.6%",2,"20181218",5
"B",18,1,200267,"16.4%",2,"20181218",5
"B",9,2,9701,"10.6%",2,"20181218",5
"B",5,2,5286,"13.5%",2,"20181218",5
"B",5,12,18459,"11.4%",2,"20181218",5
"B",6,1,24376,"9.2%",2,"20181218",5
"B",6,2,261775,"9.5%",2,"20181218",5
"B",6,12,284416,"9.4%",2,"20181218",5
"B",7,1,43671,"9.9%",2,"20181218",5
"B",7,2,7962,"9.5%",2,"20181218",5
"B",7,12,51564,"9.5%",2,"20181218",5
"B",8,1,2997,"14.5%",2,"20181218",5
"B",8,2,14377,"8.8%",2,"20181218",5
"B",8,12,17366,"9%",2,"20181218",5
"B",9,1,71862,"8.5%",2,"20181218",5
"B",9,12,80859,"8.5%",2,"20181218",5
"C",28,1,496,"30.2%",1,"20181217",2
"C",19,12,280035,"3.2%",1,"20181217",2
"C",20,1,92163,"3.9%",1,"20181217",2
"C",20,2,145590,"3.2%",1,"20181217",2
"C",20,12,237894,"3.1%",1,"20181217",2
"C",21,1,166118,"2.4%",1,"20181217",2
"C",21,2,31367,"4%",1,"20181217",2
"C",21,12,197630,"2.3%",1,"20181217",2
"C",22,1,470947,"1.8%",1,"20181217",2
"C",22,2,31259,"4.2%",1,"20181217",2
"C",22,12,503719,"1.7%",1,"20181217",2
"C",23,1,189018,"2.2%",1,"20181217",2
"C",23,2,153190,"2.1%",1,"20181217",2
"C",23,12,342129,"1.9%",1,"20181217",2
"C",24,1,191354,"2.3%",1,"20181217",2
"C",24,2,46001,"3%",1,"20181217",2
"C",24,12,237539,"1.9%",1,"20181217",2
"C",25,1,231921,"2.4%",1,"20181217",2
"C",25,2,33106,"3.9%",1,"20181217",2
"C",25,12,265155,"2.3%",1,"20181217",2
"C",26,1,404638,"2.8%",1,"20181217",2
"C",26,2,365841,"2.3%",1,"20181217",2
"C",26,12,769660,"2.4%",1,"20181217",2
"C",27,1,351677,"2.1%",1,"20181217",2
"C",27,2,31155,"3.3%",1,"20181217",2
"C",27,12,382242,"2%",1,"20181217",2
"C",1,1,2461,"10.9%",1,"20181217",2
"C",1,2,1105,"17.2%",1,"20181217",2
"C",1,12,3544,"10.6%",1,"20181217",2
"C",2,1,2417,"10.8%",1,"20181217",2
"C",2,2,5486,"7.4%",1,"20181217",2
"C",2,12,8009,"6.5%",1,"20181217",2
"C",3,1,99645,"4.4%",1,"20181217",2
"C",3,2,265865,"4.5%",1,"20181217",2
"C",3,12,365562,"4.4%",1,"20181217",2
"C",4,1,23923,"5.7%",1,"20181217",2
"C",4,2,5655,"7.4%",1,"20181217",2
"C",4,12,29536,"5.2%",1,"20181217",2
"C",5,1,9079,"6.9%",1,"20181217",2
"C",5,2,3875,"10.4%",1,"20181217",2
"C",5,12,12983,"6.1%",1,"20181217",2
"C",6,1,14377,"4.3%",1,"20181217",2
"C",6,2,146697,"2.7%",1,"20181217",2
"C",6,12,161181,"2.4%",1,"20181217",2
"C",7,1,24954,"4%",1,"20181217",2
"C",7,2,4516,"7.3%",1,"20181217",2
"C",7,12,29658,"3.8%",1,"20181217",2
"C",8,1,1946,"12.5%",1,"20181217",2
"C",8,2,9600,"6.4%",1,"20181217",2
"C",8,12,11549,"5.9%",1,"20181217",2
"C",9,1,47040,"5.7%",1,"20181217",2
"C",9,2,6436,"9%",1,"20181217",2
"C",9,12,53031,"5.6%",1,"20181217",2
"C",10,1,1888,"11.7%",1,"20181217",2
"C",10,2,1175,"15.8%",1,"20181217",2
"C",10,12,3035,"10%",1,"20181217",2
"C",11,1,2150,"12.8%",1,"20181217",2
"C",11,2,1907,"12.6%",1,"20181217",2
"C",11,12,4044,"9.9%",1,"20181217",2
"C",12,1,54521,"5.4%",1,"20181217",2
"C",12,2,9302,"6.6%",1,"20181217",2
"C",12,12,63816,"5.2%",1,"20181217",2
"C",13,1,36978,"3.8%",1,"20181217",2
"C",13,2,11458,"5.7%",1,"20181217",2
"C",13,12,48453,"3.6%",1,"20181217",2
"C",14,1,957942,"2.6%",1,"20181217",2
"C",14,2,428269,"2.5%",1,"20181217",2
"C",14,12,1384894,"2.4%",1,"20181217",2
"C",15,1,154300,"3%",1,"20181217",2
"C",15,2,10574,"7.1%",1,"20181217",2
"C",15,12,164777,"3%",1,"20181217",2
"C",16,1,93861,"4.8%",1,"20181217",2
"C",16,2,30904,"6.3%",1,"20181217",2
"C",16,12,125120,"4.8%",1,"20181217",2
"C",17,1,52121,"6.4%",1,"20181217",2
"C",17,2,13849,"6.5%",1,"20181217",2
"C",17,12,66035,"6%",1,"20181217",2
"C",18,1,167411,"4%",1,"20181217",2
"C",18,2,249646,"3.2%",1,"20181217",2
"C",18,12,417036,"3.4%",1,"20181217",2
"C",19,1,262650,"3.2%",1,"20181217",2
"C",19,2,18088,"4.9%",1,"20181217",2
"C",28,2,172,"42.4%",3,"20181217",2
"C",28,12,651,"23.1%",3,"20181217",2
"C",29,1,575,"23%",3,"20181217",2
"C",29,2,10601,"7.6%",3,"20181217",2
"C",29,12,11144,"7.5%",3,"20181217",2
"C",30,1,3680,"10.5%",3,"20181217",2
"C",30,2,6755,"8.1%",3,"20181217",2
"C",30,12,10439,"6.6%",3,"20181217",2
"C",31,1,2401,"11.7%",3,"20181217",2
"C",31,2,4312,"8.9%",3,"20181217",2
"C",31,12,6690,"7.7%",3,"20181217",2
"C",32,1,598,"27.2%",3,"20181217",2
"C",32,2,4510,"9%",3,"20181217",2
"C",32,12,5069,"8.7%",3,"20181217",2
"C",33,1,10200,"6.1%",3,"20181217",2
"C",33,2,10065,"5.4%",3,"20181217",2
"C",33,12,20464,"4.2%",3,"20181217",2
"C",34,1,28297,"3.8%",3,"20181217",2
"C",34,2,311135,"2.5%",3,"20181217",2
"C",34,12,338900,"2.4%",3,"20181217",2
"C",35,1,19422,"5.5%",3,"20181217",2
"C",35,2,14119,"5.9%",3,"20181217",2
"C",35,12,33273,"4.5%",3,"20181217",2
"C",36,1,105975,"3.4%",3,"20181217",2
"C",36,2,71472,"3.5%",3,"20181217",2
"C",36,12,177468,"3%",3,"20181217",2
"C",32,1,0,"Inf%",2,"20181217",2
"C",32,2,0,"Inf%",2,"20181217",2
"C",28,2,206,"36.5%",1,"20181217",2
"C",28,12,684,"22.8%",1,"20181217",2
"C",29,1,564,"23.9%",1,"20181217",2
"C",29,2,10433,"5.6%",1,"20181217",2
"C",29,12,10942,"5.8%",1,"20181217",2
"C",30,1,3591,"9.7%",1,"20181217",2
"C",30,2,6583,"9.8%",1,"20181217",2
"C",30,12,10300,"7.4%",1,"20181217",2
"C",31,1,2325,"9%",1,"20181217",2
"C",31,2,4358,"7.5%",1,"20181217",2
"C",31,12,6667,"5.2%",1,"20181217",2
"C",32,1,575,"24.9%",1,"20181217",2
"C",32,2,4641,"8.7%",1,"20181217",2
"C",32,12,5092,"8.7%",1,"20181217",2
"C",33,1,10200,"5.7%",1,"20181217",2
"C",33,2,10139,"5.6%",1,"20181217",2
"C",33,12,20393,"4.1%",1,"20181217",2
"C",34,1,28425,"3.9%",1,"20181217",2
"C",34,2,311051,"2.3%",1,"20181217",2
"C",34,12,339568,"2.2%",1,"20181217",2
"C",35,1,18650,"5.4%",1,"20181217",2
"C",35,2,14001,"5.7%",1,"20181217",2
"C",35,12,32699,"4.2%",1,"20181217",2
"C",36,1,102809,"2.9%",1,"20181217",2
"C",36,2,69262,"3.5%",1,"20181217",2
"C",36,12,171463,"2.8%",1,"20181217",2
"C",1,1,0,"Inf%",2,"20181217",2
"C",1,2,0,"Inf%",2,"20181217",2
"C",1,12,0,"Inf%",2,"20181217",2
"C",2,1,0,"Inf%",2,"20181217",2
"C",2,2,0,"Inf%",2,"20181217",2
"C",2,12,0,"Inf%",2,"20181217",2
"C",3,1,0,"Inf%",2,"20181217",2
"C",3,2,0,"Inf%",2,"20181217",2
"C",3,12,0,"Inf%",2,"20181217",2
"C",4,1,0,"Inf%",2,"20181217",2
"C",4,2,0,"Inf%",2,"20181217",2
"C",4,12,0,"Inf%",2,"20181217",2
"C",5,1,0,"Inf%",2,"20181217",2
"C",5,2,0,"Inf%",2,"20181217",2
"C",5,12,0,"Inf%",2,"20181217",2
"C",6,1,0,"Inf%",2,"20181217",2
"C",6,2,0,"Inf%",2,"20181217",2
"C",6,12,0,"Inf%",2,"20181217",2
"C",7,1,0,"Inf%",2,"20181217",2
"C",7,2,0,"Inf%",2,"20181217",2
"C",7,12,0,"Inf%",2,"20181217",2
"C",8,1,0,"Inf%",2,"20181217",2
"C",8,2,0,"Inf%",2,"20181217",2
"C",8,12,0,"Inf%",2,"20181217",2
"C",9,1,0,"Inf%",2,"20181217",2
"C",9,2,0,"Inf%",2,"20181217",2
"C",9,12,0,"Inf%",2,"20181217",2
"C",10,1,0,"Inf%",2,"20181217",2
"C",10,2,0,"Inf%",2,"20181217",2
"C",10,12,0,"Inf%",2,"20181217",2
"C",11,1,0,"Inf%",2,"20181217",2
"C",11,2,0,"Inf%",2,"20181217",2
"C",11,12,0,"Inf%",2,"20181217",2
"C",12,1,0,"Inf%",2,"20181217",2
"C",12,2,0,"Inf%",2,"20181217",2
"C",12,12,0,"Inf%",2,"20181217",2
"C",13,1,0,"Inf%",2,"20181217",2
"C",13,2,0,"Inf%",2,"20181217",2
"C",13,12,0,"Inf%",2,"20181217",2
"C",14,1,0,"Inf%",2,"20181217",2
"C",14,2,0,"Inf%",2,"20181217",2
"C",14,12,0,"Inf%",2,"20181217",2
"C",15,1,0,"Inf%",2,"20181217",2
"C",15,2,0,"Inf%",2,"20181217",2
"C",15,12,0,"Inf%",2,"20181217",2
"C",16,1,0,"Inf%",2,"20181217",2
"C",16,2,0,"Inf%",2,"20181217",2
"C",16,12,0,"Inf%",2,"20181217",2
"C",17,1,0,"Inf%",2,"20181217",2
"C",17,2,0,"Inf%",2,"20181217",2
"C",17,12,0,"Inf%",2,"20181217",2
"C",18,1,0,"Inf%",2,"20181217",2
"C",18,2,0,"Inf%",2,"20181217",2
"C",18,12,0,"Inf%",2,"20181217",2
"C",19,1,0,"Inf%",2,"20181217",2
"C",19,2,0,"Inf%",2,"20181217",2
"C",19,12,0,"Inf%",2,"20181217",2
"C",20,1,0,"Inf%",2,"20181217",2
"C",20,2,0,"Inf%",2,"20181217",2
"C",20,12,0,"Inf%",2,"20181217",2
"C",21,1,0,"Inf%",2,"20181217",2
"C",21,2,0,"Inf%",2,"20181217",2
"C",21,12,0,"Inf%",2,"20181217",2
"C",22,1,0,"Inf%",2,"20181217",2
"C",22,2,0,"Inf%",2,"20181217",2
"C",22,12,0,"Inf%",2,"20181217",2
"C",23,1,0,"Inf%",2,"20181217",2
"C",23,2,0,"Inf%",2,"20181217",2
"C",23,12,0,"Inf%",2,"20181217",2
"C",24,1,0,"Inf%",2,"20181217",2
"C",24,2,0,"Inf%",2,"20181217",2
"C",24,12,0,"Inf%",2,"20181217",2
"C",25,1,0,"Inf%",2,"20181217",2
"C",25,2,0,"Inf%",2,"20181217",2
"C",25,12,0,"Inf%",2,"20181217",2
"C",26,1,0,"Inf%",2,"20181217",2
"C",26,2,0,"Inf%",2,"20181217",2
"C",26,12,0,"Inf%",2,"20181217",2
"C",27,1,0,"Inf%",2,"20181217",2
"C",27,2,0,"Inf%",2,"20181217",2
"C",27,12,0,"Inf%",2,"20181217",2
"C",28,1,0,"Inf%",2,"20181217",2
"C",28,2,0,"Inf%",2,"20181217",2
"C",28,12,0,"Inf%",2,"20181217",2
"C",29,1,0,"Inf%",2,"20181217",2
"C",29,2,0,"Inf%",2,"20181217",2
"C",29,12,0,"Inf%",2,"20181217",2
"C",30,1,0,"Inf%",2,"20181217",2
"C",30,2,0,"Inf%",2,"20181217",2
"C",30,12,0,"Inf%",2,"20181217",2
"C",31,1,0,"Inf%",2,"20181217",2
"C",31,2,0,"Inf%",2,"20181217",2
"C",31,12,0,"Inf%",2,"20181217",2
"C",9,2,6228,"8.3%",3,"20181217",2
"C",9,12,50392,"6.3%",3,"20181217",2
"C",32,12,0,"Inf%",2,"20181217",2
"C",33,1,0,"Inf%",2,"20181217",2
"C",33,2,0,"Inf%",2,"20181217",2
"C",33,12,0,"Inf%",2,"20181217",2
"C",34,1,0,"Inf%",2,"20181217",2
"C",34,2,0,"Inf%",2,"20181217",2
"C",34,12,0,"Inf%",2,"20181217",2
"C",35,1,0,"Inf%",2,"20181217",2
"C",35,2,0,"Inf%",2,"20181217",2
"C",35,12,0,"Inf%",2,"20181217",2
"C",36,1,0,"Inf%",2,"20181217",2
"C",36,2,0,"Inf%",2,"20181217",2
"C",36,12,0,"Inf%",2,"20181217",2
"C",1,1,2350,"12.8%",3,"20181217",2
"C",1,2,1031,"19.9%",3,"20181217",2
"C",1,12,3392,"11.4%",3,"20181217",2
"C",2,1,2437,"10.8%",3,"20181217",2
"C",2,2,5192,"10.2%",3,"20181217",2
"C",2,12,7726,"8.9%",3,"20181217",2
"C",3,1,96268,"6.1%",3,"20181217",2
"C",3,2,253106,"5.9%",3,"20181217",2
"C",3,12,349046,"5.8%",3,"20181217",2
"C",4,1,23129,"6.2%",3,"20181217",2
"C",4,2,5296,"9.1%",3,"20181217",2
"C",4,12,28670,"6.1%",3,"20181217",2
"C",5,1,8842,"9.7%",3,"20181217",2
"C",5,2,3631,"10%",3,"20181217",2
